,asteroid,a,b,c,var
110,DES=+2000031.csv,-0.001074673748751363,1.2810194423224808,82.25285589537071,x
111,DES=+2000032.csv,-0.00027660054133616844,0.0834472756094406,31.928430334935037,z
112,DES=+2000032.csv,0.0017473810003803504,0.4388781494226729,-380.6495294770298,y
113,DES=+2000032.csv,-0.002348782587838434,1.8339115917133395,62.758559446836294,x
114,DES=+2000033.csv,9.773260559856334e-05,-0.04558383747902575,-6.192737405127195,z
115,DES=+2000033.csv,0.003113349679508611,-1.2102259567985894,-258.160050840725,y
116,DES=+2000033.csv,0.0005484369690109816,1.3064727436604269,-427.6808374110004,x
117,DES=+2000034.csv,0.0003059128154742513,-0.12661701141173934,-23.113274948757475,z
118,DES=+2000034.csv,-0.0031951388286821205,1.1998259546420798,266.851674835737,y
119,DES=+2000034.csv,-0.0001074048515965251,-1.4916143263669213,326.8014230059538,x
120,DES=+2000035.csv,-0.00029217401581915824,0.07795548888907747,63.62899270406007,z
121,DES=+2000035.csv,-0.0021112483846387276,0.7031465169383203,424.6870359895072,y
122,DES=+2000035.csv,3.867950455904712e-05,-1.311721996138647,318.21872187843917,x
123,DES=+2000036.csv,0.00035563755253259884,-0.42451926711508303,-37.40701095287161,z
124,DES=+2000036.csv,0.0010337419110408052,-1.2775760397883034,-99.84702049124742,y
125,DES=+2000036.csv,0.0013431652261779643,0.09915451121534237,-491.3143452569884,x
126,DES=+2000037.csv,3.474995990821495e-05,-0.08637625767988899,9.102204613976646,z
127,DES=+2000037.csv,0.0009644643599517626,-1.7007316088551014,121.91020338232167,y
128,DES=+2000037.csv,0.0023749003707678375,-0.5938516924687767,-373.714412593946,x
129,DES=+2000038.csv,-0.00012301275247572678,0.18761186703583455,-10.25246234722518,z
130,DES=+2000038.csv,0.001441145076120197,0.5205711113133913,-457.27462652093067,y
131,DES=+2000038.csv,-0.001826913578196171,1.4574911794308094,130.13470628013954,x
132,DES=+2000039.csv,-0.00023409478271403905,0.2921608908083229,-4.0835987162155885,z
133,DES=+2000039.csv,0.0004522806803671081,-1.4628596525257274,197.22063065370494,y
134,DES=+2000039.csv,0.0022287582576946243,-0.6399854464941064,-412.621977765386,x
135,DES=+2000040.csv,-0.0002815008699382035,0.07770576675813237,20.945298416442608,z
136,DES=+2000040.csv,0.0005843537023845533,-1.7073863415691564,196.50058821428092,y
137,DES=+2000040.csv,0.003748971626920416,-0.9179539541269567,-297.12930449986214,x
138,DES=+2000041.csv,-0.0011334282054975527,0.6786624026208686,-14.07461266887626,z
139,DES=+2000041.csv,0.003963902775151599,-2.428149898801611,60.09696737444661,y
140,DES=+2000041.csv,0.0017593974572473034,0.8331416380832459,-353.55407481790917,x
141,DES=+2000042.csv,-0.00017341232160690825,0.24576066710922131,-8.019862466833649,z
142,DES=+2000042.csv,-0.0024597660612232564,0.5457461875705628,379.5954455311951,y
143,DES=+2000042.csv,0.0009264850438651444,-1.592277812302359,89.66812216527954,x
144,DES=+2000043.csv,-9.245167422443991e-05,-0.048412389743660494,18.261084704572884,z
145,DES=+2000043.csv,-0.0031132045087311263,1.811367911600313,121.47954081564501,y
146,DES=+2000043.csv,-0.0017990434566868183,-0.6450360159507067,313.00132558535967,x
147,DES=+2000044.csv,0.00012182431774037233,0.06176963859089266,-22.254888461625356,z
148,DES=+2000044.csv,-0.004471525970405558,0.9781247407576351,256.8908322649824,y
149,DES=+2000044.csv,0.001455037487046451,-2.146221474789108,231.80546106320662,x
150,DES=+2000045.csv,0.00017952993168145887,0.06566045456637146,-49.86105974019548,z
151,DES=+2000045.csv,-0.00246551375084595,0.3858055508032206,416.13623617262465,y
152,DES=+2000045.csv,0.00102083257222708,-1.684990150081675,145.8634091863235,x
153,DES=+2000046.csv,0.0001223563980998631,-0.03686364624478501,-12.504114931613923,z
154,DES=+2000046.csv,-0.002978671265098052,0.8645153162707319,310.09585553679267,y
155,DES=+2000046.csv,0.0009540188038766799,-1.8094604935703977,165.45047366831315,x
156,DES=+2000047.csv,7.423175011152613e-05,0.09597250131370795,-33.25792698215605,z
157,DES=+2000047.csv,0.0006679707022161861,1.206767216068331,-373.59301925478,y
158,DES=+2000047.csv,-0.0030826875917342174,1.7809983905959093,128.25898577975036,x
159,DES=+2000048.csv,-0.0002204927758972808,0.1140225124071873,42.09000982770719,z
160,DES=+2000048.csv,0.001920835528558861,-0.9041574536624983,-389.027988366771,y
161,DES=+2000048.csv,-6.486349834244898e-05,1.320714497091588,-310.5121257368039,x
162,DES=+2000049.csv,-0.0001830719372591727,0.0662156177379509,13.638347501037204,z
163,DES=+2000049.csv,-0.0017699263189856485,2.2652103131719517,-275.4895706706109,y
164,DES=+2000049.csv,-0.0029109140645595293,0.5781130527817064,336.3739757128532,x
165,DES=+2000050.csv,-0.0001607598458095954,0.014004029050343664,20.533504747153476,z
166,DES=+2000050.csv,0.0033842363526871903,-0.4774448200916108,-392.5634877655321,y
167,DES=+2000050.csv,-0.001102246816599263,1.7844635197379919,-226.16408436204696,x
168,DES=+2000051.csv,0.0006198867347237958,-0.06958792616155493,-59.295810282861225,z
169,DES=+2000051.csv,-0.0036346174630711996,0.5260901697933967,327.71958327808704,y
170,DES=+2000051.csv,0.001507858543392541,-1.9534115754009715,157.24899833420176,x
171,DES=+2000052.csv,0.0001210918144388768,0.12141323084367915,-56.58846291575162,z
172,DES=+2000052.csv,-0.0025026750243945213,0.7703484107402858,356.35727398844574,y
173,DES=+2000052.csv,0.0008404832239727951,-1.8172908119855584,266.73087954182444,x
174,DES=+2000053.csv,-0.0001488689896598884,-0.01600145381749886,40.455307249935025,z
175,DES=+2000053.csv,0.0021889622123586654,-0.7414281876811433,-407.0508082167789,y
176,DES=+2000053.csv,-0.000199107825328948,1.3169277387639375,-203.31496913925645,x
177,DES=+2000054.csv,7.632805798694655e-05,-0.28035271329162603,38.250673865994834,z
178,DES=+2000054.csv,-0.0012924393533759546,-0.5398920450290624,452.2297734661804,y
179,DES=+2000054.csv,0.001730893811446567,-1.3333145563620636,-178.01304131069458,x
180,DES=+2000055.csv,0.00023977705662022185,-0.18738594790942859,-15.189606434183974,z
181,DES=+2000055.csv,0.002140423986647277,-1.3581738383881319,-203.42006164483274,y
182,DES=+2000055.csv,0.0010812797727342027,0.819625118536233,-427.24950452529885,x
183,DES=+2000056.csv,-0.0006323819890008877,0.2851922486450798,9.26227389174447,z
184,DES=+2000056.csv,0.004609009565418681,-1.645339676011974,-153.7696669268675,y
185,DES=+2000056.csv,8.348250752832076e-05,1.7271691517092187,-352.6295415554151,x
186,DES=+2000057.csv,-0.0004310182636477353,-0.05909149096169303,132.7719359715532,z
187,DES=+2000057.csv,0.0009797383287626167,0.7691814977574849,-469.8990758342317,y
188,DES=+2000057.csv,-0.00198586835421745,1.5275506546596282,135.30723388390888,x
189,DES=+2000058.csv,-8.272789747148752e-05,-0.08449491021274826,32.53952959471072,z
190,DES=+2000058.csv,0.001714468271052074,0.401454810862698,-404.80337690403724,y
191,DES=+2000058.csv,-0.0021765154840293214,1.8056840813440376,51.62927698873662,x
192,DES=+2000059.csv,0.0002558904632646558,-0.3165775813190102,28.232597304130028,z
193,DES=+2000059.csv,-0.0011332326987935004,1.9689438566115152,-240.2214634359852,y
194,DES=+2000059.csv,-0.0033679287635423566,0.8374981380063952,305.63394054583614,x
195,DES=+2000060.csv,-5.597578336695788e-05,0.11561428221634985,-11.314211408259816,z
196,DES=+2000060.csv,0.0015897357665808354,-2.014867118800714,120.30118195755784,y
197,DES=+2000060.csv,0.0032412000571659877,-0.655212247389481,-301.93395420786413,x
198,DES=+2000061.csv,0.0006177737258905975,0.08834110612456993,-145.26204239325943,z
199,DES=+2000061.csv,0.0025963357918749215,-0.5870337169116039,-374.14354004523415,y
200,DES=+2000061.csv,-0.0010336888984546614,1.8138103693128895,-240.777265538151,x
201,DES=+2000062.csv,9.942797777119327e-05,-0.023948475926804616,-13.149340787949631,z
202,DES=+2000062.csv,-0.00266839960414611,2.086887864109749,-0.9027957471024144,y
203,DES=+2000062.csv,-0.0012330203304279387,-0.7438923753809481,418.111194214655,x
204,DES=+2000063.csv,0.0003013752060661885,0.023813133560954252,-33.10130821163616,z
205,DES=+2000063.csv,0.004033688272417901,-0.6492623876234775,-282.9976514854038,y
206,DES=+2000063.csv,-0.002072151699940829,2.25087373627046,-171.61964031106262,x
207,DES=+2000064.csv,-2.1817139584188695e-05,0.03621552810622614,-2.4751469707370632,z
208,DES=+2000064.csv,0.0011161139973773204,0.7779906515115327,-408.0535402820379,y
209,DES=+2000064.csv,-0.002166138182471969,1.4139453416146324,198.388815760751,x
210,DES=+2000065.csv,7.9807097771998e-05,-0.005201227543164676,-34.92314768643993,z
211,DES=+2000065.csv,-0.0015021594328930847,0.675447759110081,489.0619812175546,y
212,DES=+2000065.csv,0.00020346656095478126,-1.3004945180649368,285.9527092125895,x
213,DES=+2000066.csv,5.704871586669357e-05,-0.08460636336705013,2.7927419410270633,z
214,DES=+2000066.csv,0.0013367208085085232,-1.6099198494329392,-6.467941841126644,y
215,DES=+2000066.csv,0.001873904635907827,-0.04184257080186053,-436.03426745729405,x
216,DES=+2000067.csv,0.00025852909781404453,-0.03315449891694915,-43.603266824444866,z
217,DES=+2000067.csv,-0.0018666636231790966,-0.3163183596307348,410.7223272000949,y
218,DES=+2000067.csv,0.0018795841950967802,-1.5551248854074493,-90.32051041065999,x
219,DES=+2000068.csv,-0.00026777568493285397,0.06834299378912057,61.689534261006855,z
220,DES=+2000068.csv,-0.0009188665448875192,-0.679837417290176,401.76629395535093,y
221,DES=+2000068.csv,0.001798900169784107,-1.3911993611156988,-220.7269360178254,x
222,DES=+2000069.csv,0.0004704285438818734,-0.22190951566011607,-29.706642888762698,z
223,DES=+2000069.csv,-0.003118851378940506,1.327529105470412,231.3243014018574,y
224,DES=+2000069.csv,0.00010102311954274246,-1.621207860239613,370.09138669093227,x
225,DES=+2000070.csv,-0.0004449045253293383,0.23184949076232494,62.04581477796405,z
226,DES=+2000070.csv,-0.0018604499693941623,-0.0037244203420854216,446.897758307881,y
227,DES=+2000070.csv,0.0012457512130908954,-1.5265210846670079,-4.81359259113034,x
228,DES=+2000071.csv,-0.0007173363936226823,0.6270337891238432,55.37991282929646,z
229,DES=+2000071.csv,-0.0003453441173418842,1.377287634814371,-190.51176600692608,y
230,DES=+2000071.csv,-0.002048457725251904,0.666898003021944,387.05937115494953,x
231,DES=+2000072.csv,0.00012044861876298602,-0.1860764463202118,15.187018265592462,z
232,DES=+2000072.csv,-0.0029813772908673375,2.1551632870349806,-11.555636864664816,y
233,DES=+2000072.csv,-0.0028672612617772764,-0.13700636580739167,317.57312940487844,x
234,DES=+2000073.csv,-4.231905602095031e-06,0.06451685141413957,-12.246446046113427,z
235,DES=+2000073.csv,-0.0004982520320976434,1.684106894133644,-255.56910550955672,y
236,DES=+2000073.csv,-0.003087303368067869,0.9355783471828758,318.47721975838186,x
237,DES=+2000074.csv,3.071931736925084e-05,0.06719494913409588,-23.84255454910738,z
238,DES=+2000074.csv,0.0001350871405730025,-1.229787414728722,214.2065101640722,y
239,DES=+2000074.csv,0.0018609751241792964,-0.7450979829940598,-437.2579552572709,x
240,DES=+2000075.csv,-0.00014629721898661556,0.015868715110712982,36.79680793563288,z
241,DES=+2000075.csv,-0.0016756600150455382,0.19298144350520313,419.2771707109346,y
242,DES=+2000075.csv,0.0011923520970968861,-1.5901446538572015,-23.672415787343454,x
243,DES=+2000076.csv,-5.1894805079067554e-05,0.018411501249073488,20.210986612200486,z
244,DES=+2000076.csv,0.00116103141812261,0.07910554130612639,-596.0798711020943,y
245,DES=+2000076.csv,-0.0008342270809393965,1.3623633577964347,12.412913884038256,x
246,DES=+2000077.csv,-4.672557568630872e-05,-0.03659671042681863,14.888367438800545,z
247,DES=+2000077.csv,-0.00103236636887073,-0.9043978025093877,347.0729561805445,y
248,DES=+2000077.csv,0.0027869849454656903,-1.7845950297347422,-134.92495014887913,x
249,DES=+2000078.csv,0.00044442631408942075,-0.3006951996028753,-13.242680152345848,z
250,DES=+2000078.csv,0.0020396683195409377,-2.1031144347161455,68.38945494598254,y
251,DES=+2000078.csv,0.0024344288332858776,-0.18916955903864882,-333.1082278521636,x
252,DES=+2000079.csv,-3.5624394011542526e-05,0.11718053693629973,-13.160440073353879,z
253,DES=+2000079.csv,0.0015487480377120995,-1.618579865361114,-26.289712956969222,y
254,DES=+2000079.csv,0.0020815404682982905,0.012416260986070692,-412.1240994770247,x
255,DES=+2000080.csv,0.00013252127015743614,0.15993606484183948,-47.18045028057259,z
256,DES=+2000080.csv,0.00112200551092447,-1.559373705661901,71.7458393018582,y
257,DES=+2000080.csv,0.0027750306845016016,-0.2615205739810982,-404.09017846238993,x
258,DES=+2000081.csv,0.00019191758772261442,0.11389345816545152,-62.313453953785874,z
259,DES=+2000081.csv,0.0013246670752501788,0.8730031377792709,-450.492016452146,y
260,DES=+2000081.csv,-0.0026949560205540633,1.6055720039483135,119.49012222843008,x
261,DES=+2000082.csv,2.0294641367392666e-05,-0.08574598445893848,13.421523645615116,z
262,DES=+2000082.csv,0.0017800947071990477,-2.190856371667849,153.73792001942684,y
263,DES=+2000082.csv,0.0027555168974321715,-0.5580359041066718,-306.0253920397929,x
264,DES=+2000083.csv,0.00016336183073519412,0.04230173401197196,-32.2330084134003,z
265,DES=+2000083.csv,0.0004812315193909497,1.260912878799486,-288.81520444335155,y
266,DES=+2000083.csv,-0.003109415163469693,1.3458179296311577,246.37972928768028,x
267,DES=+2000084.csv,0.0006455340117616561,-0.030229124359904554,-59.03001397489703,z
268,DES=+2000084.csv,0.004558422355308633,-1.2503711650710219,-230.95052042628592,y
269,DES=+2000084.csv,0.00012553421728167535,1.6418427082100142,-306.9160086263622,x
270,DES=+2000085.csv,-0.0006529536479346561,0.024267555810906286,69.11598134678113,z
271,DES=+2000085.csv,0.001691801297126862,0.8573944256809488,-357.67251950968955,y
272,DES=+2000085.csv,-0.0038335448763493485,2.2596212459079785,-5.0528827412702695,x
273,DES=+2000086.csv,-0.00014377781647116256,0.09397691726020299,30.036430854184182,z
274,DES=+2000086.csv,-0.000219387362636797,-1.0598543104202858,333.6455303112056,y
275,DES=+2000086.csv,0.001702154992658574,-1.1738965012230838,-341.0659886100417,x
276,DES=+2000087.csv,0.0001760229303695328,0.10626353020950632,-92.17658620272395,z
277,DES=+2000087.csv,-0.0012946719966424557,1.7890452494971965,-64.20908737223006,y
278,DES=+2000087.csv,-0.0013425842393543828,-0.04535489826013753,482.91388964162525,x
279,DES=+2000088.csv,0.0001947679893615181,0.0281881761456921,-41.04397189910304,z
280,DES=+2000088.csv,0.0023683206052819636,-1.7545264606588833,-34.99946159111084,y
281,DES=+2000088.csv,0.0018596036431053709,0.5231701725711443,-448.1868893302345,x
282,DES=+2000089.csv,0.0005049472342317516,-0.41787963754226715,-34.33702331821639,z
283,DES=+2000089.csv,-1.7601781453491228e-05,-1.2625178210016275,238.37439275662626,y
284,DES=+2000089.csv,0.0023528081734746167,-0.8091290551466523,-371.49833617278904,x
285,DES=+2000090.csv,-1.3999381215323527e-05,-0.04939830082197708,16.69426190425033,z
286,DES=+2000090.csv,0.0021709370532324492,-1.618929939008781,-104.97052190523377,y
287,DES=+2000090.csv,0.0011384036732802292,0.7761164353211496,-490.0594673133106,x
288,DES=+2000091.csv,7.386999388629162e-05,0.014942150078707899,-15.727388571800166,z
289,DES=+2000091.csv,0.0015467952644929275,0.7216915266701606,-409.08885738538663,y
290,DES=+2000091.csv,-0.002528648904822017,1.6003490178925905,125.70195081780595,x
291,DES=+2000092.csv,0.0003255414342282137,-0.3244256048561891,5.281044490745677,z
292,DES=+2000092.csv,0.001140097249001035,0.7127068284099538,-464.2902364621082,y
293,DES=+2000092.csv,-0.0021491737872713543,1.7483350400077509,68.21946260046332,x
294,DES=+2000093.csv,0.0005302067034534645,-0.24267927969602193,-24.722298934705496,z
295,DES=+2000093.csv,0.0035415832515536105,-1.4909357797377503,-192.4520770590113,y
296,DES=+2000093.csv,0.00011175013060593653,1.5763003172498264,-346.82948990985903,x
297,DES=+2000094.csv,-2.7492425262767472e-05,-0.16711414437183789,50.0109245182977,z
298,DES=+2000094.csv,-9.654343797612901e-05,-1.2520878882297726,341.14955114402704,y
299,DES=+2000094.csv,0.001996889095324663,-1.177954476116709,-317.9497810217734,x
300,DES=+2000095.csv,0.00019922547082764323,0.13718248242415093,-104.72944001487969,z
301,DES=+2000095.csv,0.0009743301419619856,-1.4915650090044361,14.667455479866344,y
302,DES=+2000095.csv,0.0014522751265030973,-0.08005943395948555,-500.489320264515,x
303,DES=+2000096.csv,-0.00033387036714501784,0.4081847582446129,13.769737165210717,z
304,DES=+2000096.csv,-7.638542387145009e-05,1.2428839422165625,-277.8681748511394,y
305,DES=+2000096.csv,-0.0017890072873454849,0.716842408210579,438.39045643028857,x
306,DES=+2000097.csv,-0.0003224603507613493,0.36123412781430897,5.272032260005078,z
307,DES=+2000097.csv,0.0008435322216936269,-1.6104056638988498,110.63670998307987,y
308,DES=+2000097.csv,0.0021875409020791848,-0.6405319886177161,-374.39444134832337,x
309,DES=+2000098.csv,-0.0008935271020931068,0.3486123216492649,64.86326332737015,z
310,DES=+2000098.csv,-0.003134978132873217,1.381479076760304,193.74095180368613,y
311,DES=+2000098.csv,-0.0007699774798366477,-1.250906309718753,387.7279402235945,x
312,DES=+2000099.csv,0.000861475605648018,-0.5212039455495981,-10.30864241016662,z
313,DES=+2000099.csv,0.003445835985397482,-0.9291029355366056,-255.59519770853376,y
314,DES=+2000099.csv,-0.0013694176696315008,2.117958625144056,-222.79408304039055,x
315,DES=+2000100.csv,4.196340884013969e-05,-0.19247985136071613,39.3283435352925,z
316,DES=+2000100.csv,0.00207224230110703,0.06498696901560408,-416.7521760887704,y
317,DES=+2000100.csv,-0.0020739313776388297,2.1173801105858914,-120.74623722518741,x
318,DES=+2000101.csv,-1.2995905018373372e-05,-0.23146072914489368,46.86348765302386,z
