,asteroid,X,Y,Z
2538,DES=+2000504.csv,-357223860.0147275,307511590.8550428,60940728.23814249
2539,DES=+2000504.csv,-358173044.4725546,306636827.2577596,61202869.56601715
2540,DES=+2000504.csv,-359118928.6110202,305759237.0150562,61464446.75657393
2541,DES=+2000504.csv,-360061507.5143078,304878831.4481027,61725458.04935947
2542,DES=+2000504.csv,-361000776.2942887,303995621.8659454,61985901.69075553
2543,DES=+2000504.csv,-361936730.0903431,303109619.5655627,62245775.93394063
2544,DES=+2000504.csv,-362869364.0691858,302220835.8319189,62505079.03885217
2545,DES=+2000504.csv,-363798673.424694,301329281.9380183,62763809.27214874
2546,DES=+2000504.csv,-364724653.3777406,300434969.1449587,63021964.90717313
2547,DES=+2000504.csv,-365647299.1760276,299537908.7019836,63279544.22391495
2548,DES=+2000504.csv,-366566606.0939245,298638111.8465343,63536545.50897446
2549,DES=+2000504.csv,-367482569.432307,297735589.8043014,63792967.05552529
2550,DES=+2000504.csv,-368395184.5183989,296830353.7892755,64048807.1632788
2551,DES=+2000504.csv,-369304446.7056157,295922415.0037982,64304064.13844754
2552,DES=+2000504.csv,-370210351.3734088,295011784.6386112,64558736.29370944
2553,DES=+2000504.csv,-371112893.9271138,294098473.8729067,64812821.94817203
2554,DES=+2000504.csv,-372012069.7977974,293182493.8743765,65066319.42733705
2555,DES=+2000504.csv,-372907874.4421077,292263855.7992611,65319227.06306472
2556,DES=+2000504.csv,-373800303.3421257,291342570.792399,65571543.19353883
2557,DES=+2000504.csv,-374689352.0052167,290418649.9872748,65823266.16323146
2558,DES=+2000504.csv,-375575015.9638852,289492104.5060689,66074394.32286833
2559,DES=+2000504.csv,-376457290.7756293,288562945.459705,66324926.02939394
2560,DES=+2000504.csv,-377336172.0227975,287631183.9478991,66574859.6459372
2561,DES=+2000504.csv,-378211655.3124453,286696831.0592078,66824193.5417769
2562,DES=+2000504.csv,-379083736.2761952,285759897.8710766,67072926.09230769
2563,DES=+2000504.csv,-379952410.5700955,284820395.4498878,67321055.67900588
2564,DES=+2000504.csv,-380817673.8744823,283878334.8510089,67568580.68939598
2565,DES=+2000504.csv,-381679521.8938413,282933727.1188403,67815499.51701652
2566,DES=+2000504.csv,-382537950.3566716,281986583.2868629,68061810.56138688
2567,DES=+2000504.csv,-383392955.01535,281036914.377686,68307512.2279739
2568,DES=+2000504.csv,-384244531.6459975,280084731.4030939,68552602.92815828
2569,DES=+2000504.csv,-385092676.0483451,279130045.3640934,68797081.07920223
2570,DES=+2000504.csv,-385937384.0456029,278172867.2509596,69040945.10421574
2571,DES=+2000504.csv,-386778651.4843286,277213208.0432822,69284193.43212433
2572,DES=+2000504.csv,-387616474.2342972,276251078.7100105,69526824.49763596
2573,DES=+2000504.csv,-388450848.1883725,275286490.2094986,69768836.74120864
2574,DES=+2000504.csv,-389281769.2623779,274319453.4895483,70010228.60901771
2575,DES=+2000504.csv,-390109233.39497,273349979.487452,70250998.55292343
2576,DES=+2000504.csv,-390933236.54751,272378079.1300347,70491145.03043842
2577,DES=+2000504.csv,-391753774.7039381,271403763.3336937,70730666.50469518
2578,DES=+2000504.csv,-392570843.8706453,270427043.0044378,70969561.4444135
2579,DES=+2000504.csv,-393384440.0763478,269447929.0379239,71207828.32386786
2580,DES=+2000504.csv,-394194559.3719577,268466432.3194931,71445465.62285453
2581,DES=+2000504.csv,-395001197.8304551,267482563.7242036,71682471.82665877
2582,DES=+2000504.csv,-395804351.5467562,266496334.1168628,71918845.42602144
2583,DES=+2000504.csv,-396604016.6375812,265507754.3520568,72154584.91710538
2584,DES=+2000504.csv,-397400189.2413166,264516835.2741782,72389688.80146173
2585,DES=+2000504.csv,-398192865.5178742,263523587.7174532,72624155.5859952
2586,DES=+2000504.csv,-398982041.6485466,262528022.5059665,72857983.7829296
2587,DES=+2000504.csv,-399767713.8358518,261530150.4536873,73091171.90977198
2588,DES=+2000504.csv,-400549878.3033748,260529982.3644961,73323718.48927723
2589,DES=+2000504.csv,-401328531.2955971,259527529.0322144,73555622.04941078
2590,DES=+2000504.csv,-402103669.0777178,258522801.240639,73786881.12331262
2591,DES=+2000504.csv,-402875287.9354638,257515809.7635854,74017494.24925958
2592,DES=+2000504.csv,-403643384.1748897,256506565.3649417,74247459.97062838
2593,DES=+2000504.csv,-404407954.1221673,255495078.7987386,74476776.83585916
2594,DES=+2000504.csv,-405168994.1233693,254481360.8092386,74705443.39841945
2595,DES=+2000504.csv,-405926500.5442475,253465422.1310513,74933458.21677086
2596,DES=+2000504.csv,-406680469.7700139,252447273.4892744,75160819.85433704
2597,DES=+2000504.csv,-407430898.2051311,251426925.5996679,75387526.87947632
2598,DES=+2000504.csv,-408177782.2731208,250404389.1688582,75613577.86545788
2599,DES=+2000504.csv,-408921118.4164016,249379674.8945709,75838971.3904433
2600,DES=+2000504.csv,-409660903.0961656,248352793.4658862,76063706.03747328
2601,DES=+2000504.csv,-410397132.7923017,247323755.5635075,76287780.3944603
2602,DES=+2000504.csv,-411129804.0033736,246292571.8600238,76511193.05418524
2603,DES=+2000504.csv,-411858913.2466502,245259253.020161,76733942.61429878
2604,DES=+2000504.csv,-412584457.0581837,244223809.7009943,76956027.67732319
2605,DES=+2000504.csv,-413306431.9929265,243186252.5521142,77177446.85065448
2606,DES=+2000504.csv,-414024834.6248695,242146592.2157355,77398198.74656196
2607,DES=+2000504.csv,-414739661.5471842,241104839.3267445,77618281.98218302
2608,DES=+2000504.csv,-415450909.3723502,240061004.5126904,77837695.1795119
2609,DES=+2000504.csv,-416158574.7322537,239015098.3937263,78056436.96538235
2610,DES=+2000504.csv,-416862654.2782469,237967131.5825148,78274505.97144295
2611,DES=+2000504.csv,-417563144.6811599,236917114.6841118,78491900.83412744
2612,DES=+2000504.csv,-418260042.6312664,235865058.2958447,78708620.19461983
2613,DES=+2000504.csv,-418953344.8382084,234810973.0071968,78924662.69881603
2614,DES=+2000504.csv,-419643048.0308846,233754869.3997061,79140026.99728422
2615,DES=+2000504.csv,-420329148.9573122,232696758.0468853,79354711.74522379
2616,DES=+2000504.csv,-421011644.3844682,231636649.514169,79568715.60242525
2617,DES=+2000504.csv,-421690531.0981224,230574554.3588826,79782037.23323105
2618,DES=+2000504.csv,-422365805.9026637,229510483.1302373,79994675.30649783
2619,DES=+2000504.csv,-423037465.6209286,228444446.3693442,80206628.49556057
2620,DES=+2000504.csv,-423705507.0940323,227376454.6092482,80417895.47819902
2621,DES=+2000504.csv,-424369927.1812079,226306518.3749744,80628474.93660544
2622,DES=+2000504.csv,-425030722.7596531,225234648.1835878,80838365.55735458
2623,DES=+2000504.csv,-425687890.7243849,224160854.54426,81047566.03137486
2624,DES=+2000504.csv,-426341427.9881037,223085147.9583433,81256075.05392113
2625,DES=+2000504.csv,-426991331.4810654,222007538.9194481,81463891.32454853
2626,DES=+2000504.csv,-427637598.1509603,220928037.913524,81671013.54708757
2627,DES=+2000504.csv,-428280224.9628005,219846655.4189409,81877440.42961942
2628,DES=+2000504.csv,-428919208.8988122,218763401.9065723,82083170.68445277
2629,DES=+2000504.csv,-429554546.9583334,217678287.8398771,82288203.02810052
2630,DES=+2000504.csv,-430186236.1577181,216591323.6749819,82492536.18125744
2631,DES=+2000504.csv,-430814273.5302419,215502519.8607618,82696168.86877787
2632,DES=+2000504.csv,-431438656.1260141,214411886.83892,82899099.81965393
2633,DES=+2000504.csv,-432059381.0118906,213319435.044067,83101327.76699418
2634,DES=+2000504.csv,-432676445.2713909,212225174.903798,83302851.44800194
2635,DES=+2000504.csv,-433289846.004617,211129116.8387694,83503669.60395467
2636,DES=+2000504.csv,-433899580.3281746,210031271.2627737,83703780.98018248
2637,DES=+2000504.csv,-434505645.3750953,208931648.5828136,83903184.32604797
2638,DES=+2000504.csv,-435108038.2947615,207830259.1991757,84101878.39492506
2639,DES=+2000504.csv,-435706756.2528325,206727113.5055015,84299861.94417886
2640,DES=+2000504.csv,-436301796.431171,205622221.8888596,84497133.73514539
2641,DES=+2000504.csv,-436893156.0277716,204515594.7298152,84693692.53311083
2642,DES=+2000504.csv,-437480832.2566904,203407242.4025001,84889537.10729195
2643,DES=+2000504.csv,-438064822.3479755,202297175.2746812,85084666.23081598
2644,DES=+2000504.csv,-438645123.5475976,201185403.7078288,85279078.68070045
2645,DES=+2000504.csv,-439221733.1173829,200071938.0571838,85472773.23783383
2646,DES=+2000504.csv,-439794648.3349462,198956788.6718248,85665748.68695559
2647,DES=+2000504.csv,-440363866.4936234,197839965.8947343,85858003.81663656
2648,DES=+2000504.csv,-440929384.9024082,196721480.0628645,86049537.41925994
2649,DES=+2000504.csv,-441491200.8858856,195601341.5072022,86240348.29100142
2650,DES=+2000504.csv,-442049311.7841695,194479560.5528341,86430435.23181045
2651,DES=+2000504.csv,-442603714.9528382,193356147.5190101,86619797.04539064
2652,DES=+2000504.csv,-443154407.7628728,192231112.7192078,86808432.53918114
2653,DES=+2000504.csv,-443701387.6005951,191104466.4611948,86996340.52433756
2654,DES=+2000504.csv,-444244651.8676065,189976219.0470915,87183519.81571302
2655,DES=+2000504.csv,-444784197.9807279,188846380.7734332,87369969.23183967
2656,DES=+2000504.csv,-445320023.3719388,187714961.9312304,87555687.59490979
2657,DES=+2000504.csv,-445852125.4883195,186581972.8060309,87740673.73075753
2658,DES=+2000504.csv,-446380501.7919914,185447423.6779774,87924926.46883985
2659,DES=+2000504.csv,-446905149.7600591,184311324.8218675,88108444.64221865
2660,DES=+2000504.csv,-447426066.8845532,183173686.5072115,88291227.08754197
2661,DES=+2000504.csv,-447943250.6723718,182034518.9982888,88473272.64502558
2662,DES=+2000504.csv,-448456698.645225,180893832.554203,88654580.1584351
2663,DES=+2000504.csv,-448966408.3395756,179751637.4289386,88835148.47506641
2664,DES=+2000504.csv,-449472377.3065848,178607943.8714097,89014976.44572863
2665,DES=+2000504.csv,-449974603.1120537,177462762.125514,89194062.92472455
2666,DES=+2000504.csv,-450473083.3363652,176316102.4301816,89372406.76983225
2667,DES=+2000504.csv,-450967815.5744257,175167975.0194224,89550006.8422862
2668,DES=+2000504.csv,-451458797.4356056,174018390.122371,89726862.00675833
2669,DES=+2000504.csv,-451946026.5436772,172867357.9633312,89902971.13133866
2670,DES=+2000504.csv,-452429500.5367509,171714888.7618158,90078333.0875154
2671,DES=+2000504.csv,-452909217.0672086,170560992.7325865,90252946.75015548
2672,DES=+2000504.csv,-453385173.8016322,169405680.0856908,90426810.99748348
2673,DES=+2000504.csv,-453857368.4207284,168248961.0264967,90599924.71106094
2674,DES=+2000504.csv,-454325798.619247,167090845.7557283,90772286.77576494
2675,DES=+2000504.csv,-454790462.105891,165931344.4694976,90943896.07976516
2676,DES=+2000504.csv,-455251356.6032218,164770467.3593424,91114751.51450229
2677,DES=+2000504.csv,-455708479.847551,163608224.6122622,91284851.97466378
2678,DES=+2000504.csv,-456161829.5888243,162444626.4107617,91454196.35816036
2679,DES=+2000504.csv,-456611403.5904929,161279682.9329013,91622783.56610171
2680,DES=+2000504.csv,-457057199.629375,160113404.3523596,91790612.50277264
2681,DES=+2000504.csv,-457499215.4955076,158945800.8385112,91957682.07560888
2682,DES=+2000504.csv,-457937448.9919882,157776882.5565243,92123991.19517462
2683,DES=+2000504.csv,-458371897.9348146,156606659.6674826,92289538.77514157
2684,DES=+2000504.csv,-458802560.1527261,155435142.3285365,92454323.73226991
2685,DES=+2000504.csv,-459229433.4870524,154262340.6930832,92618344.98639372
2686,DES=+2000504.csv,-459652515.7915823,153088264.9109794,92781601.46040948
2687,DES=+2000504.csv,-460071804.9324598,151912925.1287819,92944092.0802708
2688,DES=+2000504.csv,-460487298.7881201,150736331.4900103,93105815.7749875
2689,DES=+2000504.csv,-460898995.2492731,149558494.1354209,93266771.47663093
2690,DES=+2000504.csv,-461306892.218938,148379423.2032789,93426958.12034324
2691,DES=+2000504.csv,-461710987.6125313,147199128.8296114,93586374.64435066
2692,DES=+2000504.csv,-462111279.3580033,146017621.1484269,93745019.98997796
2693,DES=+2000504.csv,-462507765.3960112,144834910.2918866,93902893.10166278
2694,DES=+2000504.csv,-462900443.6801116,143651006.3904167,94059992.926967
2695,DES=+2000504.csv,-463289312.1769572,142465919.5727621,94216318.41658348
2696,DES=+2000504.csv,-463674368.8664784,141279659.9659806,94371868.5243369
2697,DES=+2000504.csv,-464055611.7420345,140092237.69539,94526642.20717809
2698,DES=+2000504.csv,-464433038.8105237,138903662.8844787,94680638.42517105
2699,DES=+2000504.csv,-464806648.0924464,137713945.654797,94833856.14147514
2700,DES=+2000504.csv,-465176437.6219241,136523096.1258405,94986294.32232185
2701,DES=+2000504.csv,-465542405.4466726,135331124.4149419,95137951.93698834
2702,DES=+2000504.csv,-465904549.6279422,134138040.6371772,95288827.95776944
2703,DES=+2000504.csv,-466262868.2404296,132943854.905294,95438921.3599484
2704,DES=+2000504.csv,-466617359.372171,131748577.329665,95588231.12176871
2705,DES=+2000504.csv,-466968021.124424,130552218.0182656,95736756.22440618
2706,DES=+2000504.csv,-467314851.6115448,129354787.0766758,95884495.65194333
2707,DES=+2000504.csv,-467657848.9608667,128156294.6081042,96031448.39134508
2708,DES=+2000504.csv,-467997011.3125811,126956750.7134273,96177613.43243688
2709,DES=+2000504.csv,-468332336.8196257,125756165.4912455,96322989.76788366
2710,DES=+2000504.csv,-468663823.6475809,124554549.0379501,96467576.39317185
2711,DES=+2000504.csv,-468991469.9745731,123351911.4477983,96611372.30659167
2712,DES=+2000504.csv,-469315273.9911873,122148262.8129954,96754376.50922166
2713,DES=+2000504.csv,-469635233.9003873,120943613.2237801,96896588.00491348
2714,DES=+2000504.csv,-469951347.9174432,119737972.7685139,97038005.80027868
2715,DES=+2000504.csv,-470263614.2698655,118531351.5337715,97178628.90467536
2716,DES=+2000504.csv,-470572031.1973446,117323759.6044315,97318456.33019596
2717,DES=+2000504.csv,-470876596.9516969,116115207.0637676,97457487.09165546
2718,DES=+2000504.csv,-471177309.7968136,114905703.9935395,97595720.20658006
2719,DES=+2000504.csv,-471474168.0086147,113695260.4740825,97733154.69519594
2720,DES=+2000504.csv,-471767169.8750054,112483886.5843971,97869789.580419
2721,DES=+2000504.csv,-472056313.6958368,111271592.4022365,98005623.88784397
2722,DES=+2000504.csv,-472341597.7828671,110058388.004194,98140656.64573424
2723,DES=+2000504.csv,-472623020.4597269,108844283.4657888,98274886.88501193
2724,DES=+2000504.csv,-472900580.0618847,107629288.8615515,98408313.63924769
2725,DES=+2000504.csv,-473174274.9366155,106413414.2651075,98540935.94465087
2726,DES=+2000504.csv,-473444103.4429695,105196669.7492609,98672752.84006009
2727,DES=+2000504.csv,-473710063.9517434,103979065.3860764,98803763.36693329
2728,DES=+2000504.csv,-473972154.845451,102760611.2469612,98933966.56933828
2729,DES=+2000504.csv,-474230374.5182971,101541317.4027462,99063361.49394348
2730,DES=+2000504.csv,-474484721.3761501,100321193.923766,99191947.1900083
2731,DES=+2000504.csv,-474735193.8365175,99100250.8799392,99319722.70937416
2732,DES=+2000504.csv,-474981790.3285203,97878498.34084722,99446687.10645512
2733,DES=+2000504.csv,-475224509.2928698,96655946.37581363,99572839.43822888
2734,DES=+2000504.csv,-475463349.1818441,95432605.05398236,99698178.7642277
2735,DES=+2000504.csv,-475698308.4592655,94208484.44439577,99822704.1465296
2736,DES=+2000504.csv,-475929385.6004795,92983594.61607257,99946414.64974956
2737,DES=+2000504.csv,-476156579.0923328,91757945.63808468,100069309.3410305
2738,DES=+2000504.csv,-476379887.4331537,90531547.57963446,100191387.2900349
2739,DES=+2000504.csv,-476599309.1327322,89304410.51013118,100312647.5689363
2740,DES=+2000504.csv,-476814842.7123004,88076544.49926725,100433089.2524103
2741,DES=+2000504.csv,-477026486.7045153,86847959.61709404,100552711.4176268
2742,DES=+2000504.csv,-477234239.6534401,85618665.93409711,100671513.1442411
2743,DES=+2000504.csv,-477438100.1145278,84388673.52127114,100789493.514386
2744,DES=+2000504.csv,-477638066.6546046,83157992.45019437,100906651.6126635
2745,DES=+2000504.csv,-477834137.8518538,81926632.79310232,101022986.5261366
2746,DES=+2000504.csv,-478026312.2958014,80694604.62296091,101138497.3443212
2747,DES=+2000504.csv,-478214588.5873007,79461918.01353887,101253183.1591781
2748,DES=+2000504.csv,-478398965.3385184,78228583.03947929,101367043.065105
2749,DES=+2000504.csv,-478579441.1729214,76994609.7763703,101480076.1589285
2750,DES=+2000504.csv,-478756014.7252619,75760008.30081423,101592281.5398958
2751,DES=+2000504.csv,-478928684.6415665,74524788.69049664,101703658.3096674
2752,DES=+2000504.csv,-479097449.5791212,73288961.02425274,101814205.5723079
2753,DES=+2000504.csv,-479262308.2064588,72052535.38213325,101923922.434279
2754,DES=+2000504.csv,-479423259.2033453,70815521.84546793,102032808.0044301
2755,DES=+2000504.csv,-479580301.260765,69577930.49692796,102140861.3939907
2756,DES=+2000504.csv,-479733433.0809052,68339771.42058592,102248081.7165611
2757,DES=+2000504.csv,-479882653.3771389,67101054.70197396,102354468.0881038
2758,DES=+2000504.csv,-480027960.8740054,65861790.42813981,102460019.6269342
2759,DES=+2000504.csv,-480169354.3071874,64621988.68770093,102564735.4537106
2760,DES=+2000504.csv,-480306832.4234855,63381659.5708966,102668614.6914247
2761,DES=+2000504.csv,-480440393.980787,62140813.16963834,102771656.4653903
2762,DES=+2000504.csv,-480570037.7480288,60899459.57755994,102873859.9032327
2763,DES=+2000504.csv,-480695762.5051543,59657608.89006685,102975224.1348764
2764,DES=+2000504.csv,-480817567.0430609,58415271.20438672,103075748.2925333
2765,DES=+2000504.csv,-480935450.1635396,57172456.61962315,103175431.5106893
2766,DES=+2000504.csv,-481049410.6792028,55929175.23681454,103274272.9260909
2767,DES=+2000504.csv,-481159447.4134022,54685437.15900092,103372271.6777317
2768,DES=+2000504.csv,-481265559.2001362,53441252.49130245,103469426.9068387
2769,DES=+2000504.csv,-481367744.8839458,52196631.34101367,103565737.7568586
2770,DES=+2000504.csv,-481466003.3198052,50951583.81771817,103661203.3734465
2771,DES=+2000504.csv,-481560333.3730064,49706120.03342719,103755822.9044541
2772,DES=+2000504.csv,-481650733.9190475,48460250.10274721,103849595.4999224
2773,DES=+2000504.csv,-481737203.8435295,47213984.14307813,103942520.3120773
2774,DES=+2000504.csv,-481819742.0420721,45967332.2748426,104034596.4953288
2775,DES=+2000504.csv,-481898347.420259,44720304.6217441,104125823.2062761
2776,DES=+2000504.csv,-481973018.8936223,43472911.31104506,104216199.6037179
2777,DES=+2000504.csv,-482043755.3876736,42225162.47385918,104305724.8486675
2778,DES=+2000504.csv,-482110555.83799,40977068.24543788,104394398.1043736
2779,DES=+2000504.csv,-482173419.1903511,39728638.76543968,104482218.5363437
2780,DES=+2000504.csv,-482232344.4009227,38479884.17816566,104569185.3123686
2781,DES=+2000504.csv,-482287330.436482,37230814.63274354,104655297.6025482
2782,DES=+2000504.csv,-482338376.2746575,35981440.28325613,104740554.5793128
2783,DES=+2000504.csv,-482385480.9041739,34731771.28880819,104824955.4174398
2784,DES=+2000504.csv,-482428643.3250823,33481817.81353662,104908499.2940653
2785,DES=+2000504.csv,-482467862.5489569,32231590.02657161,104991185.3886882
2786,DES=+2000504.csv,-482503137.5990566,30981098.10196393,105073012.8831687
2787,DES=+2000504.csv,-482534467.5104343,29730352.21858992,105153980.9617197
2788,DES=+2000504.csv,-482561851.3300031,28479362.56005258,105234088.8108943
2789,DES=+2000504.csv,-482585288.1165593,27228139.31458905,105313335.6195701
2790,DES=+2000504.csv,-482604776.9407712,25976692.67499397,105391720.5789312
2791,DES=+2000504.csv,-482620316.8851396,24725032.83856341,105469242.88245
2792,DES=+2000504.csv,-482631907.0439423,23473170.00706566,105545901.7258693
2793,DES=+2000504.csv,-482639546.5231643,22221114.38673539,105621696.307185
2794,DES=+2000504.csv,-482643234.4404272,20968876.18829195,105696625.8266309
2795,DES=+2000504.csv,-482642969.9249174,19716465.62697845,105770689.4866658
2796,DES=+2000504.csv,-482638752.1173191,18463892.92261863,105843886.491961
2797,DES=+2000504.csv,-482630580.1697536,17211168.29968796,105916216.0493912
2798,DES=+2000504.csv,-482618453.2457266,15958301.98739618,105987677.3680263
2799,DES=+2000504.csv,-482602370.5200847,14705304.21977813,106058269.6591245
2800,DES=+2000504.csv,-482582331.1789787,13452185.23579091,106127992.1361276
2801,DES=+2000504.csv,-482558334.4198369,12198955.27941518,106196844.0146565
2802,DES=+2000504.csv,-482530379.4513439,10945624.59975887,106264824.5125084
2803,DES=+2000504.csv,-482498465.4934278,9692203.451162588,106331932.8496542
2804,DES=+2000504.csv,-482462591.7772526,8438702.093305368,106398168.2482368
2805,DES=+2000504.csv,-482422757.5452161,7185130.791310556,106463529.9325703
2806,DES=+2000504.csv,-482378962.0509525,5931499.815850854,106528017.1291388
2807,DES=+2000504.csv,-482331204.559339,4677819.443252712,106591629.0665966
2808,DES=+2000504.csv,-482279484.3465056,3424099.955599673,106654364.9757676
2809,DES=+2000504.csv,-482223800.6998492,2170351.640834548,106716224.0896458
2810,DES=+2000504.csv,-482164152.9180484,916584.7928602992,106777205.6433956
2811,DES=+2000504.csv,-482100540.3110824,-337190.288359873,106837308.8743524
2812,DES=+2000504.csv,-482032962.2002507,-1590963.296704374,106896533.0220235
2813,DES=+2000504.csv,-481961417.9181957,-2844723.91979488,106954877.3280886
2814,DES=+2000504.csv,-481885906.8089255,-4098461.838900335,107012341.0364011
2815,DES=+2000504.csv,-481806428.2278394,-5352166.728841096,107068923.392989
2816,DES=+2000504.csv,-481722981.5417541,-6605828.257894345,107124623.6460563
2817,DES=+2000504.csv,-481635566.1289312,-7859436.087700091,107179441.0459841
2818,DES=+2000504.csv,-481544181.3791066,-9112979.873168347,107233374.8453324
2819,DES=+2000504.csv,-481448826.6935187,-10366449.26238637,107286424.298841
2820,DES=+2000504.csv,-481349501.4849401,-11619833.89652731,107338588.6634316
2821,DES=+2000504.csv,-481246205.177709,-12873123.40975894,107389867.1982096
2822,DES=+2000504.csv,-481138937.2077619,-14126307.42915345,107440259.1644656
2823,DES=+2000504.csv,-481027697.0226672,-15379375.57459726,107489763.8256774
2824,DES=+2000504.csv,-480912484.0816587,-16632317.45870212,107538380.4475121
2825,DES=+2000504.csv,-480793297.8556718,-17885122.68671618,107586108.2978282
2826,DES=+2000504.csv,-480670137.8273792,-19137780.85643575,107632946.6466778
2827,DES=+2000504.csv,-480543003.4912275,-20390281.55811798,107678894.7663091
2828,DES=+2000504.csv,-480411894.3534756,-21642614.37439318,107723951.9311683
2829,DES=+2000504.csv,-480276809.9322327,-22894768.88017931,107768117.4179031
2830,DES=+2000504.csv,-480137749.7574982,-24146734.6425956,107811390.5053641
2831,DES=+2000504.csv,-479994713.3712017,-25398501.22087758,107853770.4746085
2832,DES=+2000504.csv,-479847700.327244,-26650058.16629277,107895256.6089023
2833,DES=+2000504.csv,-479696710.191539,-27901395.02205668,107935848.1937235
2834,DES=+2000504.csv,-479541742.5420567,-29152501.32325091,107975544.5167649
2835,DES=+2000504.csv,-479382796.9688661,-30403366.59674075,108014344.8679371
2836,DES=+2000504.csv,-479219873.0741788,-31653980.36109476,108052248.5393715
2837,DES=+2000504.csv,-479052970.4723942,-32904332.12650513,108089254.8254235
2838,DES=+2000504.csv,-478882088.7901445,-34154411.39470956,108125363.0226754
2839,DES=+2000504.csv,-478707227.6663396,-35404207.65891436,108160572.4299398
2840,DES=+2000504.csv,-478528386.7522126,-36653710.40371939,108194882.3482623
2841,DES=+2000504.csv,-478345565.711366,-37902909.10504444,108228292.0809246
2842,DES=+2000504.csv,-478158764.2198164,-39151793.23005766,108260800.9334474
2843,DES=+2000504.csv,-477967981.9660392,-40400352.23710623,108292408.2135932
2844,DES=+2000504.csv,-477773218.6510121,-41648575.57564858,108323113.2313686
2845,DES=+2000504.csv,-477574473.9882575,-42896452.68618964,108352915.2990268
2846,DES=+2000504.csv,-477371747.7038823,-44143973.00021777,108381813.7310697
2847,DES=+2000504.csv,-477165039.5366148,-45391125.94014435,108409807.844249
2848,DES=+2000504.csv,-476954349.2378386,-46637900.91924554,108436896.957568
2849,DES=+2000504.csv,-476739676.571621,-47884287.34160527,108463080.3922819
2850,DES=+2000504.csv,-476521021.3147362,-49130274.60206008,108488357.4718983
2851,DES=+2000504.csv,-476298383.2566818,-50375852.08614396,108512727.5221762
2852,DES=+2000504.csv,-476071762.1996863,-51621009.17003207,108536189.8711258
2853,DES=+2000504.csv,-475841157.9587087,-52865735.2204824,108558743.8490064
2854,DES=+2000504.csv,-475606570.3614267,-54110019.59477158,108580388.7883244
2855,DES=+2000504.csv,-475367999.2482144,-55353851.64062339,108601124.0238317
2856,DES=+2000504.csv,-475125444.4721102,-56597220.6961254,108620948.8925225
2857,DES=+2000504.csv,-474878905.8987735,-57840116.08963021,108639862.7336327
2858,DES=+2000504.csv,-474628383.4064353,-59082527.13963691,108657864.8886381
2859,DES=+2000504.csv,-474373876.8858444,-60324443.15464672,108674954.7012566
2860,DES=+2000504.csv,-474115386.2402164,-61565853.43299302,108691131.517451
2861,DES=+2000504.csv,-473852911.385192,-62806747.26263805,108706394.6854365
2862,DES=+2000504.csv,-473586452.2488146,-64047113.92094038,108720743.5556924
2863,DES=+2000504.csv,-473316008.7715383,-65286942.67439452,108734177.4809784
2864,DES=+2000504.csv,-473041580.9062736,-66526222.77834601,108746695.8163571
2865,DES=+2000504.csv,-472763168.6184837,-67764943.47670324,108758297.9192209
2866,DES=+2000504.csv,-472480771.8863317,-69003094.00164506,108768983.1493247
2867,DES=+2000504.csv,-472194390.7008803,-70240663.573352,108778750.8688209
2868,DES=+2000504.csv,-471904025.0663407,-71477641.39977181,108787600.4422967
2869,DES=+2000504.csv,-471609675.0003573,-72714016.67643483,108795531.2368103
2870,DES=+2000504.csv,-471311340.53431,-73949778.58632734,108802542.6219245
2871,DES=+2000504.csv,-471009021.7136221,-75184916.29982558,108808633.9697357
2872,DES=+2000504.csv,-470702718.5980496,-76419418.97468784,108813804.6548966
2873,DES=+2000504.csv,-470392431.2619409,-77653275.75609443,108818054.0546324
2874,DES=+2000504.csv,-470078159.7944552,-78886475.77672188,108821381.5487505
2875,DES=+2000504.csv,-469759904.2997337,-80119008.15683816,108823786.5196445
2876,DES=+2000504.csv,-469437664.8970264,-81350862.00440286,108825268.3522932
2877,DES=+2000504.csv,-469111441.7207755,-82582026.41516069,108825826.4342568
2878,DES=+2000504.csv,-468781234.9206638,-83812490.47271906,108825460.1556714
2879,DES=+2000504.csv,-468447044.6616381,-85042243.24860391,108824168.9092426
2880,DES=+2000504.csv,-468108871.1239125,-86271273.80229129,108821952.0902399
2881,DES=+2000504.csv,-467766714.5029629,-87499571.181214,108818809.0964915
2882,DES=+2000504.csv,-467420575.0095158,-88727124.42074475,108814739.3283822
2883,DES=+2000504.csv,-467070452.8695394,-89953922.54415886,108809742.1888516
2884,DES=+2000504.csv,-466716348.3242386,-91179954.56257986,108803817.0833952
2885,DES=+2000504.csv,-466358261.6300558,-92405209.47491084,108796963.4200668
2886,DES=+2000504.csv,-465996193.0586807,-93629676.26775455,108789180.6094835
2887,DES=+2000504.csv,-465630142.8970683,-94853343.91532548,108780468.064831
2888,DES=+2000504.csv,-465260111.4474648,-96076201.37935624,108770825.2018714
2889,DES=+2000504.csv,-464886099.0274425,-97298237.60899962,108760251.4389515
2890,DES=+2000504.csv,-464508105.9699406,-98519441.54072848,108748746.1970122
2891,DES=+2000504.csv,-464126132.6233147,-99739802.09823444,108736308.8995992
2892,DES=+2000504.csv,-463740179.3513903,-100959308.1923259,108722938.9728737
2893,DES=+2000504.csv,-463350246.5335236,-102177948.7208267,108708635.845624
2894,DES=+2000504.csv,-462956334.564665,-103395712.5684749,108693398.9492777
2895,DES=+2000504.csv,-462558443.8554275,-104612588.6068238,108677227.7179141
