,asteroid,X,Y,Z
9222,DES=+2000520.csv,-451085056.9735625,87096888.18638259,63402286.8459917
9223,DES=+2000520.csv,-451515326.940461,85734244.28138605,63232573.61017628
9224,DES=+2000520.csv,-451941117.4106307,84370749.18198454,63062232.91383161
9225,DES=+2000520.csv,-452362428.2552051,83006417.18722752,62891267.01924405
9226,DES=+2000520.csv,-452779259.3871902,81641262.57791209,62719678.19036845
9227,DES=+2000520.csv,-453191610.7613143,80275299.616508,62547468.69279979
9228,DES=+2000520.csv,-453599482.3738783,78908542.54708283,62374640.79374541
9229,DES=+2000520.csv,-454002874.2626069,77541005.59522748,62201196.76199681
9230,DES=+2000520.csv,-454401786.5064997,76172702.96798187,62027138.86790223
9231,DES=+2000520.csv,-454796219.2256827,74803648.85376066,61852469.38333876
9232,DES=+2000520.csv,-455186172.5812607,73433857.42227933,61677190.58168517
9233,DES=+2000520.csv,-455571646.7751693,72063342.82448007,61501304.73779435
9234,DES=+2000520.csv,-455952642.0500278,70692119.19245782,61324814.1279662
9235,DES=+2000520.csv,-456329158.6889921,69320200.63938601,61147721.02992052
9236,DES=+2000520.csv,-456701197.0156081,67947601.25944248,60970027.72277001
9237,DES=+2000520.csv,-457068757.3936643,66574335.12773447,60791736.48699317
9238,DES=+2000520.csv,-457431840.2270459,65200416.30022393,60612849.60440771
9239,DES=+2000520.csv,-457790445.9595876,63825858.81365168,60433369.35814337
9240,DES=+2000520.csv,-458144575.0749271,62450676.68546121,60253298.03261533
9241,DES=+2000520.csv,-458494228.096357,61074883.91372147,60072637.91349716
9242,DES=+2000520.csv,-458839405.5866777,59698494.47704874,59891391.28769398
9243,DES=+2000520.csv,-459180108.1480469,58321522.33452734,59709560.4433154
9244,DES=+2000520.csv,-459516336.4218305,56943981.42562895,59527147.66964827
9245,DES=+2000520.csv,-459848091.0884491,55565885.67013074,59344155.2571293
9246,DES=+2000520.csv,-460175372.8672236,54187248.96803185,59160585.49731737
9247,DES=+2000520.csv,-460498182.5162169,52808085.19946876,58976440.68286555
9248,DES=+2000520.csv,-460816520.8320721,51428408.2246289,58791723.10749269
9249,DES=+2000520.csv,-461130388.6498451,50048231.88366374,58606435.06595457
9250,DES=+2000520.csv,-461439786.8428319,48667569.99660128,58420578.85401445
9251,DES=+2000520.csv,-461744716.3223878,47286436.36325888,58234156.76841324
9252,DES=+2000520.csv,-462045178.0377399,45904844.76315771,58047171.10683896
9253,DES=+2000520.csv,-462341172.9757881,44522808.95544052,57859624.16789572
9254,DES=+2000520.csv,-462632702.1608968,43140342.67879483,57671518.25107224
9255,DES=+2000520.csv,-462919766.6546753,41757459.65138441,57482855.65671008
9256,DES=+2000520.csv,-463202367.555746,40374173.57079247,57293638.68597189
9257,DES=+2000520.csv,-463480505.9995046,38990498.11398108,57103869.64081011
9258,DES=+2000520.csv,-463754183.1578686,37606446.93726995,56913550.82393651
9259,DES=+2000520.csv,-464023400.2390236,36222033.67634058,56722684.5387934
9260,DES=+2000520.csv,-464288158.4871698,34837271.94626874,56531273.08952747
9261,DES=+2000520.csv,-464548459.1822763,33452175.34158803,56339318.78096674
9262,DES=+2000520.csv,-464804303.639852,32066757.43638534,56146823.91860193
9263,DES=+2000520.csv,-465055693.2107453,30681031.78442601,55953790.80857276
9264,DES=+2000520.csv,-465302629.2809799,29295011.91930216,55760221.75765968
9265,DES=+2000520.csv,-465545113.2716392,27908711.35459453,55566119.07328106
9266,DES=+2000520.csv,-465783146.6388001,26522143.58403394,55371485.0634952
9267,DES=+2000520.csv,-466016730.8735214,25135322.08164681,55176322.0370058
9268,DES=+2000520.csv,-466245867.5018799,23748260.30186863,54980632.30316949
9269,DES=+2000520.csv,-466470558.0850449,22360971.67961039,54784418.17200307
9270,DES=+2000520.csv,-466690804.2193744,20973469.63026934,54587681.95418815
9271,DES=+2000520.csv,-466906607.536516,19585767.54967925,54390425.96107142
9272,DES=+2000520.csv,-467117969.7034944,18197878.81400328,54192652.50465909
9273,DES=+2000520.csv,-467324892.422772,16809816.77957647,53994363.89760485
9274,DES=+2000520.csv,-467527377.4322639,15421594.78271507,53795562.45319065
9275,DES=+2000520.csv,-467725426.5053118,14033226.13950106,53596250.48530239
9276,DES=+2000520.csv,-467919041.45061,12644724.14556122,53396430.30840012
9277,DES=+2000520.csv,-468108224.112087,11256102.075852,53196104.23748527
9278,DES=+2000520.csv,-468292976.3687509,9867373.184459804,52995274.58806553
9279,DES=+2000520.csv,-468473300.1345079,8478550.704423137,52793943.67611919
9280,DES=+2000520.csv,-468649197.3579593,7089647.847579621,52592113.81805971
9281,DES=+2000520.csv,-468820670.0221877,5700677.804438801,52389787.33070135
9282,DES=+2000520.csv,-468987720.1445378,4311653.74407956,52186966.53122632
9283,DES=+2000520.csv,-469150349.7763965,2922588.814069297,51983653.73715387
9284,DES=+2000520.csv,-469308561.0029773,1533496.140401747,51779851.26631118
9285,DES=+2000520.csv,-469462355.94311,144388.8274499178,51575561.43680622
9286,DES=+2000520.csv,-469611736.7490392,-1244720.042068101,51370786.5670022
9287,DES=+2000520.csv,-469756705.6062291,-2633817.407114107,51165528.97549385
9288,DES=+2000520.csv,-469897264.7331783,-4022890.228348244,50959790.98108473
9289,DES=+2000520.csv,-470033416.3812409,-5411925.488141801,50753574.90276606
9290,DES=+2000520.csv,-470165162.8344566,-6800910.190586999,50546883.05969634
9291,DES=+2000520.csv,-470292506.4093856,-8189831.361504395,50339717.77118181
9292,DES=+2000520.csv,-470415449.4549506,-9578676.048449334,50132081.35665771
9293,DES=+2000520.csv,-470533994.3522835,-10967431.32071748,49923976.13567001
9294,DES=+2000520.csv,-470648143.5145766,-12356084.26935051,49715404.42785767
9295,DES=+2000520.csv,-470757899.3869383,-13744622.00714195,49506368.55293521
9296,DES=+2000520.csv,-470863264.4462505,-15133031.66864342,49296870.8306757
9297,DES=+2000520.csv,-470964241.2010311,-16521300.41017142,49086913.5808939
9298,DES=+2000520.csv,-471060832.1912975,-17909415.40981475,48876499.12342975
9299,DES=+2000520.csv,-471153039.9884318,-19297363.86744235,48665629.77813196
9300,DES=+2000520.csv,-471240867.1950498,-20685133.00471199,48454307.86484171
9301,DES=+2000520.csv,-471324316.4448693,-22072710.06507889,48242535.70337676
9302,DES=+2000520.csv,-471403390.4025817,-23460082.31380574,48030315.61351532
9303,DES=+2000520.csv,-471478091.7637229,-24847237.03797216,47817649.91498033
9304,DES=+2000520.csv,-471548423.2545474,-26234161.54648489,47604540.92742378
9305,DES=+2000520.csv,-471614387.6319019,-27620843.17008829,47390990.97041106
9306,DES=+2000520.csv,-471675987.6830999,-29007269.26137493,47177002.36340551
9307,DES=+2000520.csv,-471733226.2257982,-30393427.19479634,46962577.42575304
9308,DES=+2000520.csv,-471786106.1078728,-31779304.36667391,46747718.47666685
9309,DES=+2000520.csv,-471834630.2072959,-33164888.19520968,46532427.83521221
9310,DES=+2000520.csv,-471878801.4320149,-34550166.12049755,46316707.82029147
9311,DES=+2000520.csv,-471918622.7198304,-35935125.60453403,46100560.75062901
9312,DES=+2000520.csv,-471954097.0382753,-37319754.1312293,45883988.94475639
9313,DES=+2000520.csv,-471985227.3844949,-38704039.20641804,45666994.72099757
9314,DES=+2000520.csv,-472012016.7851279,-40087968.3578705,45449580.39745423
9315,DES=+2000520.csv,-472034468.2961872,-41471529.13530327,45231748.29199117
9316,DES=+2000520.csv,-472052585.0029418,-42854709.11039028,45013500.72222181
9317,DES=+2000520.csv,-472066370.0197994,-44237495.87677365,44794840.00549382
9318,DES=+2000520.csv,-472075826.4901894,-45619877.05007472,44575768.45887477
9319,DES=+2000520.csv,-472080957.5864468,-47001840.26790513,44356288.39913791
9320,DES=+2000520.csv,-472081766.5096963,-48383373.18987813,44136402.14274798
9321,DES=+2000520.csv,-472078256.4897372,-49764463.49761996,43916112.00584723
9322,DES=+2000520.csv,-472070430.7849292,-51145098.89478165,43695420.3042412
9323,DES=+2000520.csv,-472058292.6820778,-52525267.10705119,43474329.35338488
9324,DES=+2000520.csv,-472041845.4963211,-53904955.88216617,43252841.46836877
9325,DES=+2000520.csv,-472021092.5710164,-55284152.98992696,43030958.96390487
9326,DES=+2000520.csv,-471996037.2776276,-56662846.22221071,42808684.15431276
9327,DES=+2000520.csv,-471966683.0156122,-58041023.3929861,42586019.35350573
9328,DES=+2000520.csv,-471933033.2123085,-59418672.33832924,42362966.87497672
9329,DES=+2000520.csv,-471895091.322823,-60795780.9164405,42139529.03178424
9330,DES=+2000520.csv,-471852860.8299173,-62172337.00766295,41915708.13653819
9331,DES=+2000520.csv,-471806345.243893,-63548328.51450184,41691506.50138547
9332,DES=+2000520.csv,-471755548.1024777,-64923743.36164648,41466926.43799552
9333,DES=+2000520.csv,-471700472.9707076,-66298569.49599262,41241970.25754536
9334,DES=+2000520.csv,-471641123.4408082,-67672794.8866677,41016640.27070452
9335,DES=+2000520.csv,-471577503.1320728,-69046407.52505736,40790938.78761956
9336,DES=+2000520.csv,-471509615.6907366,-70419395.4248335,40564868.11789802
9337,DES=+2000520.csv,-471437464.7898462,-71791746.62198393,40338430.57059202
9338,DES=+2000520.csv,-471361054.1291237,-73163449.17484218,40111628.45418115
9339,DES=+2000520.csv,-471280387.434824,-74534491.16411838,39884464.076555
9340,DES=+2000520.csv,-471195468.4595828,-75904860.69292718,39656939.74499469
9341,DES=+2000520.csv,-471106300.982257,-77274545.88681436,39429057.76615424
9342,DES=+2000520.csv,-471012888.8077536,-78643534.89377706,39200820.44604114
9343,DES=+2000520.csv,-470915235.7668489,-80011815.88427661,38972230.08999683
9344,DES=+2000520.csv,-470813345.7159948,-81379377.05123967,38743289.0026769
9345,DES=+2000520.csv,-470707222.53712,-82746206.61004335,38513999.4880322
9346,DES=+2000520.csv,-470596870.137414,-84112292.79848145,38284363.84928987
9347,DES=+2000520.csv,-470482292.4491162,-85477623.87670505,38054384.38893703
9348,DES=+2000520.csv,-470363493.4293018,-86842188.12713562,37824063.40870644
9349,DES=+2000520.csv,-470240477.0596769,-88205973.85434695,37593403.20956552
9350,DES=+2000520.csv,-470113247.346391,-89568969.38491544,37362406.09170966
9351,DES=+2000520.csv,-469981808.3198792,-90931163.0672418,37131074.35456047
9352,DES=+2000520.csv,-469846164.0347405,-92292543.27134985,36899410.2967695
9353,DES=+2000520.csv,-469706318.5696635,-93653098.3886718,36667416.21622711
9354,DES=+2000520.csv,-469562276.0274059,-95012816.83183628,36435094.41007639
9355,DES=+2000520.csv,-469414040.5348258,-96371687.03447191,36202447.17473032
9356,DES=+2000520.csv,-469261616.2429615,-97729697.45104404,35969476.80589089
9357,DES=+2000520.csv,-469105007.327149,-99086836.55673896,35736185.59856774
9358,DES=+2000520.csv,-468944217.9871621,-100443092.8474056,35502575.84709421
9359,DES=+2000520.csv,-468779252.447357,-101798454.8395573,35268649.84513893
9360,DES=+2000520.csv,-468610114.9568014,-103152911.0704307,35034409.88571132
9361,DES=+2000520.csv,-468436809.7893763,-104506450.0980947,34799858.26116059
9362,DES=+2000520.csv,-468259341.2438372,-105859060.5015951,34564997.26316795
9363,DES=+2000520.csv,-468077713.6438282,-107210730.8811216,34329829.18273296
9364,DES=+2000520.csv,-467891931.3378515,-108561449.8581816,34094356.310155
9365,DES=+2000520.csv,-467701998.6991918,-109911206.075766,33858580.93501133
9366,DES=+2000520.csv,-467507920.1258062,-111259988.1985029,33622505.34613318
9367,DES=+2000520.csv,-467309700.0401869,-112607784.9127889,33386131.83158093
9368,DES=+2000520.csv,-467107342.8892022,-113954584.9268936,33149462.67861969
9369,DES=+2000520.csv,-466900853.1439286,-115300376.9710413,32912500.1736959
9370,DES=+2000520.csv,-466690235.2994771,-116645149.7974679,32675246.60241531
9371,DES=+2000520.csv,-466475493.8748181,-117988892.1804563,32437704.24952291
9372,DES=+2000520.csv,-466256633.4126132,-119331592.9163536,32199875.39888467
9373,DES=+2000520.csv,-466033658.4790506,-120673240.8235742,31961762.33347102
9374,DES=+2000520.csv,-465806573.6636901,-122013824.7425899,31723367.33534212
9375,DES=+2000520.csv,-465575383.5793148,-123353333.5359124,31484692.68563458
9376,DES=+2000520.csv,-465340092.8617931,-124691756.0880682,31245740.66454954
9377,DES=+2000520.csv,-465100706.1699467,-126029081.3055696,31006513.55134182
9378,DES=+2000520.csv,-464857228.1854275,-127365298.116883,30767013.62431004
9379,DES=+2000520.csv,-464609663.6126006,-128700395.4723946,30527243.16078755
9380,DES=+2000520.csv,-464358017.1784333,-130034362.3443766,30287204.43713387
9381,DES=+2000520.csv,-464102293.6323897,-131367187.7269521,30046899.72872687
9382,DES=+2000520.csv,-463842497.7463294,-132698860.6360611,29806331.30995505
9383,DES=+2000520.csv,-463578634.3144107,-134029370.1094269,29565501.45421044
9384,DES=+2000520.csv,-463310708.1529977,-135358705.2065237,29324412.43388156
9385,DES=+2000520.csv,-463038724.1005684,-136686855.0085448,29083066.52034681
9386,DES=+2000520.csv,-462762687.0176277,-138013808.6183721,28841465.98396766
9387,DES=+2000520.csv,-462482601.7866212,-139339555.1605466,28599613.09408242
9388,DES=+2000520.csv,-462198473.3118517,-140664083.7812398,28357510.11899978
9389,DES=+2000520.csv,-461910306.5193967,-141987383.6482266,28115159.32599261
9390,DES=+2000520.csv,-461618106.3570278,-143309443.9508583,27872562.98129181
9391,DES=+2000520.csv,-461321877.7941313,-144630253.9000371,27629723.35008018
9392,DES=+2000520.csv,-461021625.8216302,-145949802.7281913,27386642.69648639
9393,DES=+2000520.csv,-460717355.4519067,-147268079.6892512,27143323.28357905
9394,DES=+2000520.csv,-460409071.7187267,-148585074.0586254,26899767.37336073
9395,DES=+2000520.csv,-460096779.677164,-149900775.1331782,26655977.22676206
9396,DES=+2000520.csv,-459780484.403526,-151215172.2312076,26411955.10363599
9397,DES=+2000520.csv,-459460190.9952805,-152528254.6924233,26167703.26275194
9398,DES=+2000520.csv,-459135904.5709827,-153840011.8779258,25923223.96179005
9399,DES=+2000520.csv,-458807630.270203,-155150433.1701857,25678519.45733556
9400,DES=+2000520.csv,-458475373.2534562,-156459507.9730239,25433592.00487313
9401,DES=+2000520.csv,-458139138.7021304,-157767225.7115915,25188443.85878122
9402,DES=+2000520.csv,-457798931.8184175,-159073575.832351,24943077.27232655
9403,DES=+2000520.csv,-457454757.8252438,-160378547.8030577,24697494.49765857
9404,DES=+2000520.csv,-457106621.9662017,-161682131.1127413,24451697.785804
9405,DES=+2000520.csv,-456754529.5054814,-162984315.2716885,24205689.38666141
9406,DES=+2000520.csv,-456398485.7278048,-164285089.8114262,23959471.54899582
9407,DES=+2000520.csv,-456038495.9383574,-165584444.2847045,23713046.52043325
9408,DES=+2000520.csv,-455674565.4627239,-166882368.2654816,23466416.54745544
9409,DES=+2000520.csv,-455306699.6468223,-168178851.3489082,23219583.87539443
9410,DES=+2000520.csv,-454934903.8568389,-169473883.1513142,22972550.74842738
9411,DES=+2000520.csv,-454559183.4791649,-170767453.3101943,22725319.40957102
9412,DES=+2000520.csv,-454179543.920332,-172059551.4841964,22477892.10067648
9413,DES=+2000520.csv,-453795990.6069495,-173350167.3531104,22230271.0624237
9414,DES=+2000520.csv,-453408528.9856408,-174639290.6178581,21982458.53431624
9415,DES=+2000520.csv,-453017164.5229815,-175926911.0004845,21734456.7546755
9416,DES=+2000520.csv,-452621902.7054355,-177213018.2441511,21486267.96063522
9417,DES=+2000520.csv,-452222749.0392927,-178497602.1131304,21237894.3881357
9418,DES=+2000520.csv,-451819709.0506052,-179780652.3928022,20989338.27191785
9419,DES=+2000520.csv,-451412788.2851228,-181062158.8896523,20740601.84551703
9420,DES=+2000520.csv,-451001992.3082281,-182342111.4312727,20491687.34125664
9421,DES=+2000520.csv,-450587326.7048687,-183620499.8663652,20242596.99024136
9422,DES=+2000520.csv,-450168797.0794883,-184897314.0647456,19993333.0223501
9423,DES=+2000520.csv,-449746409.0559535,-186172543.9173514,19743897.66622838
9424,DES=+2000520.csv,-449320168.2774785,-187446179.3362519,19494293.14928043
9425,DES=+2000520.csv,-448890080.4065434,-188718210.254658,19244521.69766029
9426,DES=+2000520.csv,-448456151.1248074,-189988626.6269361,18994585.53626294
9427,DES=+2000520.csv,-448018386.1330157,-191257418.4286208,18744486.88871408
9428,DES=+2000520.csv,-447576791.150896,-192524575.6564262,18494227.97735989
9429,DES=+2000520.csv,-447131371.9170483,-193790088.328256,18243811.02325556
9430,DES=+2000520.csv,-446682134.1888225,-195053946.4832084,17993238.24615379
9431,DES=+2000520.csv,-446229083.7421858,-196316140.1815732,17742511.86449259
9432,DES=+2000520.csv,-445772226.371578,-197576659.5048177,17491634.09538303
9433,DES=+2000520.csv,-445311567.8897594,-198835494.5555575,17240607.15459772
9434,DES=+2000520.csv,-444847114.1276469,-200092635.4575082,16989433.25655945
9435,DES=+2000520.csv,-444378870.9341483,-201348072.3554121,16738114.6143321
9436,DES=+2000520.csv,-443906844.1759983,-202601795.4149376,16486653.43961369
9437,DES=+2000520.csv,-443431039.7376016,-203853794.8225481,16235051.94273271
9438,DES=+2000520.csv,-442951463.5208942,-205104060.7853402,15983312.33264868
9439,DES=+2000520.csv,-442468121.4452338,-206352583.5308529,15731436.81695762
9440,DES=+2000520.csv,-441981019.4473279,-207599353.3068547,15479427.60190307
9441,DES=+2000520.csv,-441490163.4812092,-208844360.3811199,15227286.89239206
9442,DES=+2000520.csv,-440995559.5182634,-210087595.0412057,14975016.892016
9443,DES=+2000520.csv,-440497213.5473084,-211329047.5942481,14722619.80307487
9444,DES=+2000520.csv,-439995131.5747234,-212568708.3667908,14470097.826603
9445,DES=+2000520.csv,-439489319.6246142,-213806567.7046633,14217453.16239472
9446,DES=+2000520.csv,-438979783.739,-215042615.972916,13964688.00902659
9447,DES=+2000520.csv,-438466529.9780028,-216276843.5558161,13711804.56387569
9448,DES=+2000520.csv,-437949564.4200239,-217509240.8569018,13458805.02313143
9449,DES=+2000520.csv,-437428893.1618897,-218739798.2990865,13205691.58180083
9450,DES=+2000520.csv,-436904522.318956,-219968506.324798,12952466.43370691
9451,DES=+2000520.csv,-436376458.0251679,-221195355.3961399,12699131.77148131
9452,DES=+2000520.csv,-435844706.4330705,-222420335.9950603,12445689.78655198
9453,DES=+2000520.csv,-435309273.7137789,-223643438.623514,12192142.66912727
9454,DES=+2000520.csv,-434770166.0569104,-224864653.8036101,11938492.60817826
9455,DES=+2000520.csv,-434227389.6704907,-226083972.0777386,11684741.79142012
9456,DES=+2000520.csv,-433680950.7808393,-227301384.0086716,11430892.40529357
9457,DES=+2000520.csv,-433130855.6324434,-228516880.1796413,11176946.63494766
9458,DES=+2000520.csv,-432577110.4878284,-229730451.1943933,10922906.66422379
9459,DES=+2000520.csv,-432019721.627426,-230942087.6772192,10668774.67564145
9460,DES=+2000520.csv,-431458695.3494479,-232151780.2729717,10414552.85038586
9461,DES=+2000520.csv,-430894037.9697653,-233359519.6470664,10160243.36829731
9462,DES=+2000520.csv,-430325755.8217942,-234565296.48547,9905848.407862082
9463,DES=+2000520.csv,-429753855.2563916,-235769101.4946823,9651370.146205038
9464,DES=+2000520.csv,-429178342.6417568,-236970925.4017108,9396810.759082988
9465,DES=+2000520.csv,-428599224.3633426,-238170758.9540418,9142172.420879751
9466,DES=+2000520.csv,-428016506.8237723,-239368592.9196086,8887457.30460146
9467,DES=+2000520.csv,-427430196.4427635,-240564418.0867589,8632667.58187303
9468,DES=+2000520.csv,-426840299.6570578,-241758225.2642214,8377805.422934994
9469,DES=+2000520.csv,-426246822.9203548,-242950005.2810724,8122872.996640787
9470,DES=+2000520.csv,-425649772.7032513,-244139748.986704,7867872.470454544
9471,DES=+2000520.csv,-425049155.493183,-245327447.2507921,7612806.010448888
9472,DES=+2000520.csv,-424444977.7943701,-246513090.9632666,7357675.781303167
9473,DES=+2000520.csv,-423837246.1277653,-247696671.0342823,7102483.946301684
9474,DES=+2000520.csv,-423225967.0310039,-248878178.3941914,6847232.667332157
9475,DES=+2000520.csv,-422611147.0583557,-250057603.9935169,6591924.104884118
9476,DES=+2000520.csv,-421992792.7806789,-251234938.8029283,6336560.418047562
9477,DES=+2000520.csv,-421370910.7853745,-252410173.8132169,6081143.764511317
9478,DES=+2000520.csv,-420745507.6763426,-253583300.0352739,5825676.300561845
9479,DES=+2000520.csv,-420116590.0739391,-254754308.5000686,5570160.181081593
9480,DES=+2000520.csv,-419484164.614934,-255923190.2586277,5314597.559547782
9481,DES=+2000520.csv,-418848237.9524689,-257089936.3820158,5058990.588030815
9482,DES=+2000520.csv,-418208816.7560168,-258254537.9613173,4803341.417193055
9483,DES=+2000520.csv,-417565907.7113414,-259416986.1076176,4547652.19628714
9484,DES=+2000520.csv,-416919517.5204572,-260577271.9519865,4291925.073154777
9485,DES=+2000521.csv,283518574.9436154,92360922.77539116,-52877437.56745975
9486,DES=+2000521.csv,282713029.1894755,94220875.16855372,-52727677.51150254
9487,DES=+2000521.csv,281897380.4224763,96077458.87439464,-52576032.36417611
9488,DES=+2000521.csv,281071637.4114189,97930600.58596836,-52422503.75126912
9489,DES=+2000521.csv,280235809.622359,99780226.92688929,-52267093.42860145
9490,DES=+2000521.csv,279389907.2218097,101626264.4601262,-52109803.28261949
9491,DES=+2000521.csv,278533941.0798267,103468639.6968869,-51950635.33096844
9492,DES=+2000521.csv,277667922.7729711,105307279.1055931,-51789591.72304024
9493,DES=+2000521.csv,276791864.5871527,107142109.1209476,-51626674.74049721
9494,DES=+2000521.csv,275905779.5203435,108973056.1530934,-51461886.79776981
9495,DES=+2000521.csv,275009681.2851671,110800046.5968681,-51295230.44252842
9496,DES=+2000521.csv,274103584.3113508,112623006.8411546,-51126708.3561275
9497,DES=+2000521.csv,273187503.748037,114441863.2783305,-50956323.35402101
9498,DES=+2000521.csv,272261455.4659456,116256542.3138164,-50784078.38614815
9499,DES=+2000521.csv,271325456.0593745,118066970.3757218,-50609976.53728772
9500,DES=+2000521.csv,270379522.8480302,119873073.9245852,-50434021.02738027
9501,DES=+2000521.csv,269423673.8786712,121674779.4632016,-50256215.21181677
9502,DES=+2000521.csv,268457927.926557,123472013.5465242,-50076562.58169345
9503,DES=+2000521.csv,267482304.496691,125264702.7916267,-49895066.76403289
9504,DES=+2000521.csv,266496823.8248567,127052773.8877089,-49711731.52197208
9505,DES=+2000521.csv,265501506.8784427,128836153.6061231,-49526560.75491834
9506,DES=+2000521.csv,264496375.3570671,130614768.8104062,-49339558.49867535
9507,DES=+2000521.csv,263481451.6930111,132388546.4663006,-49150728.92554063
9508,DES=+2000521.csv,262456759.0514824,134157413.6517553,-48960076.34437724
9509,DES=+2000521.csv,261422321.3307163,135921297.5669039,-48767605.20065971
9510,DES=+2000521.csv,260378163.1619391,137680125.5440208,-48573320.07649653
9511,DES=+2000521.csv,259324309.9092012,139433825.0574671,-48377225.69062794
9512,DES=+2000521.csv,258260787.6690864,141182323.733634,-48179326.89839921
9513,DES=+2000521.csv,257187623.2702999,142925549.3608956,-47979628.69170775
9514,DES=+2000521.csv,256104844.2731333,144663429.8995827,-47778136.19892281
9515,DES=+2000521.csv,255012478.9687964,146395893.4919838,-47574854.68477604
9516,DES=+2000521.csv,253910556.37861,148122868.4723777,-47369789.55022113
9517,DES=+2000521.csv,252799106.2530495,149844283.3770983,-47162946.33226205
9518,DES=+2000521.csv,251678159.0706308,151560066.9546297,-46954330.70374787
9519,DES=+2000521.csv,250547746.0366287,153270148.1757277,-46743948.47313415
9520,DES=+2000521.csv,249407899.081625,154974456.2435616,-46531805.58421016
9521,DES=+2000521.csv,248258650.8598784,156672920.6038691,-46317908.11579168
9522,DES=+2000521.csv,247100034.7475147,158365470.9551175,-46102262.28137928
9523,DES=+2000521.csv,245932084.8405346,160052037.2586656,-45884874.42878264
9524,DES=+2000521.csv,244754835.9526378,161732549.7489183,-45665751.03970994
9525,DES=+2000521.csv,243568323.6128638,163406938.943466,-45444898.72932377
9526,DES=+2000521.csv,242372584.0630488,165075135.6532071,-45222324.24576269
9527,DES=+2000521.csv,241167654.2550995,166737070.9924435,-44998034.46962935
9528,DES=+2000521.csv,239953571.8480853,168392676.3889475,-44772036.41344503
9529,DES=+2000521.csv,238730375.2051491,170041883.5939925,-44544337.22107092
9530,DES=+2000521.csv,237498103.3902375,171684624.6923451,-44314944.16709623
9531,DES=+2000521.csv,236256796.1646533,173320832.1122128,-44083864.65619346
9532,DES=+2000521.csv,235006493.9834293,174950438.6351439,-43851106.222441
9533,DES=+2000521.csv,233747237.991526,176573377.4058752,-43616676.52861314
9534,DES=+2000521.csv,232479070.0198542,178189581.942124,-43380583.36543776
9535,DES=+2000521.csv,231202032.5811237,179798986.1443197,-43142834.65082195
9536,DES=+2000521.csv,229916168.865519,181401524.3052724,-42903438.42904578
9537,DES=+2000521.csv,228621522.7362045,182997131.119774,-42662402.8699242
9538,DES=+2000521.csv,227318138.7246586,184585741.694128,-42419736.26793762
9539,DES=+2000521.csv,226006062.0258409,186167291.5556053,-42175447.04133118
9540,DES=+2000521.csv,224685338.4931907,187741716.6618208,-41929543.7311833
9541,DES=+2000521.csv,223356014.6334618,189308953.4100293,-41682035.00044303
9542,DES=+2000521.csv,222018137.6013918,190868938.6463354,-41432929.6329376
9543,DES=+2000521.csv,220671755.1942108,192421609.6748145,-41182236.5323492
9544,DES=+2000521.csv,219316915.8459885,193966904.2665419,-40929964.72116264
9545,DES=+2000521.csv,217953668.6218233,195504760.6685257,-40676123.33958298
9546,DES=+2000521.csv,216582063.2118745,197035117.6125405,-40420721.64442421
9547,DES=+2000521.csv,215202149.92524,198557914.3238593,-40163769.00796929
9548,DES=+2000521.csv,213813979.6836814,200073090.5298781,-39905274.91680158
9549,DES=+2000521.csv,212417604.0151975,201580586.4686328,-39645248.97060844
9550,DES=+2000521.csv,211013075.047451,203080342.8972029,-39383700.88095707
9551,DES=+2000521.csv,209600445.5010484,204572301.0999992,-39120640.47004327
9552,DES=+2000521.csv,208179768.6826754,206056402.8969341,-38856077.66941351
9553,DES=+2000521.csv,206751098.4780923,207532590.651468,-38590022.51866051
9554,DES=+2000521.csv,205314489.34499,209000807.2785334,-38322485.16409326
9555,DES=+2000521.csv,203869996.3057097,210460996.2523282,-38053475.85738146
9556,DES=+2000521.csv,202417674.939829,211913101.6139807,-37783004.95417529
9557,DES=+2000521.csv,200957581.3766174,213357067.9790794,-37511082.91270082
9558,DES=+2000521.csv,199489772.2873639,214792840.5450669,-37237720.2923315
9559,DES=+2000521.csv,198014304.8775787,216220365.0984941,-36962927.75213654
9560,DES=+2000521.csv,196531236.8790739,217639588.0221332,-36686716.04940649
9561,DES=+2000521.csv,195040626.5419238,219050456.3019457,-36409096.03815671
9562,DES=+2000521.csv,193542532.62631,220452917.5339026,-36130078.66760926
9563,DES=+2000521.csv,192037014.3942533,221846919.9306566,-35849674.98065381
9564,DES=+2000521.csv,190524131.601236,223232412.3280609,-35567896.11228825
9565,DES=+2000521.csv,189003944.4877182,224609344.1915339,-35284753.28803953
9566,DES=+2000521.csv,187476513.7705505,225977665.622268,-35000257.82236546
9567,DES=+2000521.csv,185941900.6342891,227337327.3632786,-34714421.11703791
9568,DES=+2000521.csv,184400166.7224132,228688280.8052927,-34427254.65950844
9569,DES=+2000521.csv,182851374.1284524,230030477.9924744,-34138770.02125672
9570,DES=+2000521.csv,181295585.3870252,231363871.6279857,-33848978.85612255
9571,DES=+2000521.csv,179732863.4647937,232688415.0793805,-33557892.89862214
9572,DES=+2000521.csv,178163271.7513388,234004062.3838303,-33265523.96224956
9573,DES=+2000521.csv,176586874.0499597,235310768.2531814,-32971883.93776377
9574,DES=+2000521.csv,175003734.5684033,236608488.078839,-32676984.79146217
9575,DES=+2000521.csv,173413917.909526,237897177.9364827,-32380838.56344149
9576,DES=+2000521.csv,171817489.0618952,239176794.5906072,-32083457.36584637
