,X,Y,Z
513,-122143677.4889701,698986498.0571573,62078247.70507976
514,-161353310.953001,714340239.5709172,74434296.33282414
515,-232231231.3158009,700200157.3973827,29185975.7243242
516,26160187.38566703,775220702.7844195,253637106.040718
517,101756427.6062912,608910949.395139,-393213859.495788
518,13521966.98996125,709778502.5024042,-95402413.89417058
519,18313533.15730517,737578213.0175673,324908925.7706468
520,-305543008.4616737,589284986.9300438,-349083074.6353823
521,126255290.7983932,743668906.8597535,-234596272.7981461
522,32523225.49290174,756046221.5000811,-206157450.7151722
523,92332332.5856697,672740093.847938,291574146.4369777
524,283946752.6598492,700816417.447448,-148230305.3299588
525,-38137057.93596718,714806860.1098816,261505381.8533124
526,114523140.1580508,725075214.7336699,216870125.8636746
527,-245837870.6204583,657670665.9993086,241761976.1183191
528,-260581033.1827292,682115092.2789614,72096855.99597311
529,-189437066.0956131,719444218.2305055,-25886037.66289014
530,-323712034.6109983,752586883.5724598,-157427290.5407968
531,-33771977.2653078,723992466.7360003,198221615.7959697
532,-114162309.591903,734515151.7726854,-180096368.9138591
533,-93930766.7942998,848508764.3801488,139411471.9200484
534,3175334.324891823,741886848.6911718,-226358206.7933792
535,-147227173.4370263,777877507.1655922,-62818514.77863762
536,-25459667.4826778,784076894.4086838,30404603.86355871
537,72100224.1006516,739205951.2015693,185452000.5442473
538,41870278.88985262,703529729.426342,-204643822.2253585
539,29278460.31288415,690469244.122525,-278729437.2185605
540,-42539070.30728463,675812352.6947815,-197455616.1884322
541,-91864948.05876131,675750699.6472791,-321895963.3477724
542,-142397801.6554964,798893113.3138379,-209000453.6383506
543,19899921.58772626,719299319.053137,-179746281.8538384
544,-645491922.7595177,484351826.7339156,43002934.74759066
545,-316886991.2817638,738063109.9543632,-304241810.9959931
546,-175640197.3974141,635434755.0598485,-340804169.4463991
547,-297013450.7326216,741997101.7771573,65396732.51517218
548,-367325395.5900931,685900452.878418,181435640.0487905
549,-426862698.2127143,589105300.7401471,138804957.5244005
550,-282578200.8744638,665546970.5855377,-66245406.24530837
551,-341636056.6459588,661873155.448012,153060025.4876521
552,-68739014.0692759,746215654.3464983,-116094372.3547271
553,-289442284.3303214,694502019.0345917,-164791702.1824096
554,-326131656.8298512,640544264.9293553,-240201615.0557949
555,-131430328.6427613,781900233.1975973,-52154719.08197853
556,-320498682.8689443,665848411.1347175,99260767.7413156
557,-256036006.9146266,756439625.2402518,-14066340.56126034
558,-349953874.3782565,704307247.0566523,-71688108.3293274
559,-294463452.9473011,605694984.4922587,-286465807.8655177
560,-80542913.781012,732372704.7254549,-19966914.03435317
561,-354964992.1176485,121855720.64558,69172564.84750108
562,-122123672.7823466,248678919.695632,-161844372.1699681
563,55420235.03690992,-452795695.4381464,100556877.4562533
564,-205364149.5029051,-248065398.6297449,32430268.79795334
565,-322225251.8889805,-86936781.88042885,25173490.68242446
566,33844830.7514445,311557066.6375563,-67726567.16436173
567,-171793064.4008092,271376574.6662828,-20970347.88918132
568,-122228695.1902526,-347248808.5563737,24613124.2065219
569,-47616746.68168733,-396922020.969634,-9549407.101773145
570,-356645054.7526337,-216750616.0610483,-26716045.25657718
571,-290605772.3238747,-228490711.1403773,29855737.13560559
572,37974814.30241683,-274291913.9664844,27392551.31831907
573,182200832.8897198,318714965.9560618,31731485.19491175
574,-48045294.37021659,367649003.8509229,11275736.1896316
575,-385826058.1420165,176099090.2277209,-58957890.61757701
576,373880257.337077,-86810507.67340563,-5878132.059405752
577,-316080860.0927495,-120392250.6282079,31982761.26806037
578,-119319213.5048641,305781718.8609602,-37110801.34752798
579,-368207886.9707752,-208225457.985215,-405412.6271036863
580,-338482159.7743384,25302051.37040669,-2145654.995660408
581,-1316595.767461471,-329251402.8002495,-2705371.728520915
582,140089405.9220688,-435944055.2908651,-74081696.842729
583,98289557.27474488,-459252011.966982,-48003896.07535574
584,428887171.2260364,-312071456.480164,-6710296.569870681
585,130465855.87888,364678706.1450127,-90054129.7877554
586,-375240408.5987695,75563934.4813517,20059960.06001862
587,114023409.9029899,-392359488.343505,-2231081.002400368
588,413361909.5464938,-224283810.057397,-9369438.643280553
589,36057792.45170543,353025725.1487569,37907675.16842708
590,165360940.4914592,-312255393.1666591,-2263721.793115765
591,447591050.6620931,-51378160.13552012,-136867596.8178919
592,416391096.3423322,27560130.86740021,24239011.51483225
593,237307526.5922906,-168547992.578508,-6623595.907953165
594,-273075030.6740212,233189726.3147,-24479538.20276816
595,-278606613.2030225,283960904.0351258,35223372.28961878
596,-222019092.6345892,-449011710.1939979,-151362867.9611803
597,-248367961.8373146,-389401612.6648231,-18988160.08644137
598,414181922.9705683,-2758503.900332509,45222719.71158917
599,-290477450.6871939,-329104376.3024102,76086604.66048196
600,-223485062.990558,-268128924.5404919,18087451.50474744
601,268580640.5315064,-262380395.2332368,71871445.29079324
602,-346750588.9379626,276385373.4341629,55750222.91013771
603,-30908612.68510608,383369557.5095862,-3880374.927260339
604,-316399329.8524026,74818715.96825068,12088080.41102725
605,-361189881.5698527,166957712.254154,5792070.144205131
606,-360358912.4740095,235267162.0130211,-9915164.47459942
607,311344639.3064041,276051190.1670306,22429021.48007688
608,322530136.4877945,-361992057.8935027,44015185.39988373
609,-72346976.72802673,388317663.3495086,2169724.462831855
610,282851295.281602,-60042960.99166137,1450076.610860784
611,-312799064.8298064,108412739.8207571,-15382130.5769385
612,-408986335.290781,133512408.3237353,30611070.89097442
613,268386584.6805873,-368833063.7639529,12594718.14461681
614,-429113537.2641265,25012191.49112789,-61520750.76074539
615,94258867.01660264,-392018709.8056076,-50751617.12762812
616,290354797.2575971,-113085788.680256,25408852.77471449
617,389105647.9071612,161110384.9218722,-6129472.189523593
618,420545260.8974726,27537210.63074378,-14135968.45652866
619,99421781.01720732,355790834.0112008,-55859259.73889793
620,-162473371.3679494,-371731577.7578392,20793128.78744015
621,362325811.5845991,-83868910.31240787,27514808.87300228
622,-248154709.9036156,368610198.3966742,-550650.4891733229
623,339352649.744433,-54262199.98879927,7694563.007261965
624,413201514.9711566,74271358.10394892,8337653.818123266
625,-170630002.3705228,-426814842.274303,-21281021.08423048
626,-398399418.8175777,86784078.86274073,-24792285.23796719
627,-485340023.3608975,-42352950.36072858,43275888.74957734
628,-340855849.2798735,174052282.7070851,-30856845.40193806
629,-402785881.9989668,173483087.5087302,85106942.13635705
630,313476928.6217046,316090686.2662863,191071759.7108828
631,8668855.940824743,365791240.060737,-30158756.62813295
632,207875275.1607976,319903659.4450538,12073535.99436322
633,-421255847.7832031,-275184180.5137987,9589915.338661596
634,-464891298.7944808,235547926.1657202,20370310.37871903
635,-404019053.3096319,-162823482.6044819,-6501001.362117693
636,-56674576.10514731,-434172808.5914688,-63262973.59662393
637,-159711191.6630324,-397858912.0069175,22859875.43372491
638,-211056097.9961529,-303258125.7773915,15777088.27399017
639,293599027.829526,170157637.1837544,22256866.31942803
640,-72891639.14323345,-442770761.3972663,-18183502.60984772
641,340503968.8594607,195068288.3625469,1161225.733417809
642,230532965.327393,-142885603.5463994,308504.4557770938
643,286489115.5590556,217750382.622835,-18127661.68617987
644,-505277225.782945,-240343477.1053537,41361584.03490084
645,85928385.9948791,-342357345.3932117,4042712.845111609
646,-349068048.9849177,-225053050.5917511,-118710826.1543684
647,182430777.6809757,-355385064.1855355,-11288640.83603729
648,362541581.3998898,77767638.78558089,270663.7917520516
649,390069498.8224691,191721830.1461146,-73506666.19999363
650,307468350.9144932,-202058322.2362845,-34012740.64593539
651,-401628727.5213808,-310394072.6350728,-40652383.50715086
652,-197374127.3741031,-475177363.1741317,8284228.273248315
653,365837915.9866773,298133877.8875725,131307589.0787081
654,-289507163.1707098,-390770946.5030901,97288010.03582466
655,-220946359.5292326,236926455.6587014,59596152.18100278
656,387892400.4539851,-96983529.60861696,-81966927.2353888
657,405566688.8430834,100782371.3752087,-42919119.32713279
658,-399015957.8716714,-121085023.1145031,-41171305.74986967
659,-180483869.8088487,379259690.5289517,-37831816.30188048
660,-422383338.0601636,-53633429.70823026,31367732.9136669
661,-470806044.4168624,-203254397.211974,7992562.25714995
662,291085073.9822445,-155784493.4926495,77575150.8643134
663,-279060074.5055847,371675826.876138,33879437.62075916
664,-440086954.7721034,-207621284.4824807,-25222274.74511899
665,-42512576.93530275,418215377.5564592,27547250.06495994
666,274330362.2732204,-324897943.2103314,2690733.897437289
667,291171177.3950788,152722134.40677,13438364.87520051
668,-136132353.3443353,-300786758.7245398,24662899.09146288
669,231499852.3167085,330319811.3337665,-32849697.01464708
670,209105047.8924814,-285654164.0047144,-3763067.167500108
671,338930136.8687201,-319752322.4561936,-27760624.63693494
672,101721333.1280333,-429936424.1567631,-107300443.0156702
673,346570687.2459813,-93606733.66525891,-43464576.04977496
674,-294169643.0647847,270946671.4053281,-37055696.0320598
675,10138271.90344293,-445155211.6551288,-51132403.46583539
676,-79486748.10567248,-442885855.5828292,-37762362.61358607
677,49146954.75401366,-361894984.0868698,18813293.20342252
678,404456690.4172836,11026424.57092877,-6934273.85941712
679,-393585164.9355617,86927774.04097103,12105984.04631551
680,360247726.2959877,-240854438.9726265,-57130671.90287651
681,358028851.3735886,21122376.34676287,-37603407.67236444
682,-376968737.7197177,43524143.58116372,49397946.64618232
683,-512857668.7082357,151882197.8229302,68514796.57546702
684,350822364.7154274,160673594.901685,-22041431.97811607
685,-408932809.4201012,202652126.844926,-14369327.8494326
686,69310312.88024636,-408309168.0670274,-77941278.40128309
687,-159997892.9938611,-298090335.5847301,-13290491.46008644
688,259154794.5613701,-172902646.6861239,34012651.24433541
689,-493507972.8191291,236414625.6141588,-97227357.51085138
690,-404928742.5542777,47825912.42586781,20158759.85959262
691,468834747.8908806,101195813.5926353,16027460.26266848
692,-155402016.4431751,-314514759.0295764,13496002.66655529
693,293008158.6237199,94286751.89781313,55512498.79119208
694,-258069811.8418149,-175835868.1044719,-11898964.8124485
695,-231617056.3643861,-296256119.7014429,-74813953.4537109
696,-444595678.5589304,-193013876.4851869,32670030.90702704
697,210622620.8692749,303956039.0177297,-31342599.23382217
698,-376684649.8098454,57196214.78739128,88385804.64611672
699,-8614756.926854631,468907167.7097699,-6008892.177421659
700,274954365.2173406,-278258431.0154513,33959560.80301519
701,-30478128.43065287,-340922894.1166152,5396476.951332286
702,144388894.790945,394082674.4607707,-11042258.61981186
703,318839478.1813178,-236597175.7406053,-43514408.92370041
704,-443323942.2457075,87864666.35057572,75903715.80209003
705,503967130.121229,-2213681.26031775,-118196202.3614779
706,-76105676.6678043,288457363.3911905,53877377.92557245
707,-101333256.3510621,-309748784.2978312,9349277.128124995
708,101443916.1123597,-435179611.227594,606524.1562090516
709,295311504.4144218,-419744015.4198298,8849415.34687227
710,285636413.6016299,-299117663.3495384,-22746168.51626977
711,-199831561.7491945,345008953.5703832,62291459.00165448
712,462040621.8060587,169965917.9376243,-14795161.30839612
713,-332264123.692955,-129872072.0261142,19650308.37386415
714,-280314738.6063375,-343321173.1232717,89974784.53674755
715,214186313.7993279,432629917.3950337,82170286.80821314
716,306206919.4088305,-161865915.7834595,-28749156.43689919
717,-431954461.3272814,37841873.21308714,2475038.692904014
718,297860007.4799086,118311782.5892535,13904365.12865881
719,-362304464.7103274,54495585.42420635,-72027267.54416782
720,-409917318.2905599,32307457.20453218,17640663.10676801
721,234228390.2368821,-212431967.482039,-13954173.10609941
722,180405779.740346,-328479989.5862722,46901193.09917668
723,128230084.2430316,461677984.5777521,98638273.71738867
724,132338422.3348945,430092133.2032628,19797402.28612912
725,-421055861.2767935,-348241981.7837392,72617499.41197379
726,-442314551.7285448,-256615801.4646266,-8391886.356789991
727,49897711.85416927,-348873309.701408,-8540443.191114351
728,380873012.0223071,-93170780.65138663,53681531.45137008
729,-356042647.8549038,-111200239.754732,-5121921.773479842
730,-367232876.7850152,169523780.8618872,27396547.49464019
731,31125762.72238402,-408504503.7966297,3209286.98633638
732,-459321250.8463157,44200239.25031257,122128885.2793469
733,458473127.7850509,-220389290.7965434,273731.8866221607
734,-233513288.5714425,334885125.0808479,-85578647.5425092
735,183163402.2843434,285475328.8326975,53549266.55470853
736,-324186657.90039,1890584.938517941,22991891.18390305
737,-8719124.76673455,461895076.7099064,-47723084.91054109
738,-244063361.7292263,-286347837.7801715,14853000.2467688
739,-363346713.3769355,-286734323.512648,80516645.70214131
740,38609250.52919918,-344014063.2569107,-38161455.5863176
741,177241559.3611511,209336246.5384068,50369063.88131146
742,173393417.6931299,320716651.6181457,-120762346.4368815
743,-32098102.82865563,411679991.4294699,50479122.77423579
744,-463472163.1193824,36013614.06695238,57676318.42686612
745,-242059543.0937674,397044213.8851259,45787262.22377807
746,243260292.5846115,159676512.7554908,39221707.86943684
747,400153979.389058,312613672.9307731,-108510532.4496503
748,-437603567.4395155,-92930303.53648514,-39759498.84136355
749,-370475630.6150218,288236463.9504612,-12328166.50575912
750,-196924352.7885667,368063800.9100977,-21096839.63376392
751,-350954241.6231846,-252979595.1017886,-17805627.54257081
752,-369328527.8063711,-36198248.40291792,-18221725.87639275
753,381683993.149304,120278368.1602714,19104556.54986028
754,-384628676.9095424,-157081232.3448474,22990685.55154253
755,301125390.0737547,-166905495.6200005,-19504713.04414669
756,-422504445.7605856,-77811109.53876823,-1331591.821194183
757,-404689669.892969,-193240078.2866934,-23563447.54523305
758,195594213.6900218,-367584856.8888052,-38228797.27912439
759,116300604.225132,-506522135.8941505,11537476.82026798
760,53599443.27825192,413441474.9158455,24205966.57820731
761,-132007087.9720834,-333288338.0702563,34538460.51494044
762,233951318.9217804,-327061053.189257,-14431464.3851531
763,-359493093.281872,-222531336.2018648,-1442025.386388227
764,96463449.22397324,308324903.7992974,-45327574.39035386
765,-487272946.02612,263638899.2755422,-20595231.35835817
766,-92170843.74218535,402055928.5421331,-104120325.5976812
767,262280820.0441441,112373720.477647,-2089331.990545884
768,-288458126.3489672,-234214481.1926292,-31192489.18563345
769,380707399.036151,-140601678.4016681,-23461501.56228109
770,-105757209.7461092,-387230562.518463,1508481.71657297
771,387141527.0945929,215156243.4514891,-4973616.243580773
772,351954537.9225892,-159687035.7619732,-11988012.73302174
773,179856987.6680048,403428219.5777797,-117760345.5183481
774,469289297.4065971,-141329354.8752446,20535478.01503996
775,196561265.158924,-284310297.6491529,51920930.82938477
776,-348373416.8857956,302659876.0410402,21794509.51392378
777,385202916.4395004,226936900.1460995,-40226165.95158553
778,-431350235.4225938,-47590732.62885011,-34347103.80106378
779,-427569600.8880365,98057074.21037687,45843249.30002926
780,302916421.986819,-272229170.6482437,-61560687.04066695
781,-233021970.1184193,378462403.684273,-54248633.43150219
782,301670277.2874027,-239627469.6452252,-55603767.56233805
783,6060950.310722386,401802126.2626262,-88079125.29654723
784,-529754139.4641165,-93406073.71792573,9112687.46908524
785,-431277085.3424556,-152484212.4724012,16722494.22908019
786,-364281047.9382621,-309761916.5711754,-35738109.9033377
787,368339849.0140793,-291752743.0342544,85895944.23144974
788,314379453.5202047,-303697866.3478083,-1265835.671499535
789,-467892584.7362307,193429542.0045218,45631394.58262084
790,-358061581.7080004,203679832.2833107,-24359554.63284081
791,-188928659.589165,-425841618.6776354,-197899396.7113549
792,156910188.8632168,360321797.1377617,310347.9912475348
793,95418398.32385884,281169336.1533763,50120927.22573009
794,-456692061.0575784,-32604646.84822313,35804660.51599217
795,454437563.3558479,-58352025.63994302,-23744944.38168654
796,-434356235.5154512,246364427.6423589,-69743004.52575424
797,-479562470.8655729,-34617006.06797288,4206534.284867242
798,-350401148.4066176,-154885886.9327195,-11131179.57586643
799,-361803001.7279544,253047869.2658999,-64511017.42734541
800,-48127461.83076133,415452335.0167083,23488114.60002902
801,-464785230.9022558,-61411105.25318974,-41450353.71975549
802,329667727.2266132,397239194.2722718,-59077873.43933004
803,309659272.080724,-217281524.3822066,-17896806.97494362
804,159067443.051145,376021667.3971282,-4735527.136787936
805,-100817745.6713059,380124451.8985892,59367509.32196774
806,-246211019.8642063,228346217.876944,51119380.22457758
807,-249229319.8155501,-401240299.7435741,3871643.676086396
808,353357321.7449868,254579764.2949711,-28336522.86318982
809,-87010550.23321581,447251078.068078,-6624565.749332637
810,-357424514.0959077,248999116.3148088,-8479846.767355278
811,-356112985.7757231,125588562.3292599,-15566375.16771976
812,-414775711.1347758,-265966136.4322021,-25579597.99038163
813,-382470525.4130129,-165095798.4827348,7945022.22392904
814,-225280233.1070142,-203840621.8805049,100679122.9174721
815,-337551634.9325356,-209373829.3655787,22393261.46235956
816,79329993.99636312,-417835311.2332396,19612470.54027551
817,324472230.2826594,-333179892.4026534,180071485.6045719
818,-376587867.0996513,263235606.6806083,-9252181.784511045
819,432289581.4193012,173135369.8095481,-41430998.94167749
820,306293891.1203338,270433131.060613,27496057.34082325
821,-244719830.9493572,225650064.7181065,-7134991.635273173
822,-74236709.00744304,449754371.8091668,27209927.12039319
823,-19209808.69469105,423010709.8006116,-37367473.09149872
824,-94823117.15269545,497637147.8820527,82111899.92686725
825,-17504181.6956238,456930209.3589869,-123826663.284206
826,-346976967.2147366,48957520.36586196,30443308.71725303
827,-267063542.0343657,247387318.5337391,7869293.325890481
828,241963386.6717846,-285889615.1417733,34656895.77064167
829,239384986.6472594,-261010990.8652335,-94432832.03957804
830,-13601321.40352982,396418347.137461,56177632.74001649
831,-552505219.5640367,105075385.2254899,33767538.19259766
832,-362560916.6734231,182096209.2250408,-16011952.22257462
833,-199954161.5380593,482767891.9926088,44318033.02348667
834,302279340.8673878,172938142.8134063,13986631.39940049
835,-282145289.767045,318356093.4608304,-7029271.746800065
836,-206628247.3648326,268786792.4659358,17591049.68652314
837,323835508.2777084,286313795.8263092,43827522.91802409
838,-330337155.247756,-183057687.8789264,81532572.02423918
839,-340708728.9282626,197029803.33852,-25937702.89902145
840,-381909651.7829426,22937029.7871383,27600109.48169604
841,-242967536.9901651,319655200.3505592,18822019.17711602
842,-310253268.4566935,291106685.88319,-23002544.60355112
843,-403100785.5336375,-90026982.77252164,-7350014.942371566
844,-52670952.80997349,409754814.1862708,-16978995.58832073
845,-50846757.35241449,-431980694.7772894,-871639.835383594
846,-84108329.98153554,467405734.0922637,75437343.85105947
847,-244693913.8297774,-239746026.6905377,52079477.66745573
848,-432979601.3580787,306874777.4215827,-51843943.72035648
849,251941804.0096854,322902657.4037609,-15908861.07498379
850,182690534.3803067,-477511245.1887391,74336720.73655842
851,-139207931.9983577,-446043131.1792219,41155581.32911402
852,205357620.2471719,357751178.2798643,6289430.416940764
853,-466704646.8019108,169488132.5603493,-69853162.05975685
854,-377477769.5529305,-199874556.4816311,180160816.5027216
855,77842910.89428285,-343946726.4552193,-49216413.19192922
856,218137981.5203795,325227211.7691616,69387353.8641989
857,218615247.0433092,-320447919.3662711,-37687164.49665461
858,307052514.0859908,282411580.1016974,92019971.91708057
859,161185889.249257,329704859.1885889,-94940539.15574296
860,341120657.1252216,233373982.1744235,9175804.110010758
861,170021454.4223734,-342736814.164471,-18970256.18562174
862,-500468372.7313994,176280869.2428444,8281065.071113408
863,-384195051.4907965,58479598.81016426,13384421.22055576
864,-36421995.65067397,-302290704.501905,14082874.43370751
865,68233666.47252133,298327292.2475069,41744532.5103128
866,-338634562.8872404,-282989902.5638768,-43311702.24875806
867,-487434224.0563917,-22241866.26908075,12951482.96843391
868,-312450082.4675465,-328469070.4866271,-12211150.13870324
869,204105136.0584437,279559646.6380431,-829342.8797501028
870,-296213712.2659832,-142535022.9330482,42525462.6964354
871,-225828001.0099292,239329337.9313108,-55583587.47282448
872,359516304.4732098,93667064.04914674,-55876338.16479178
873,-260928296.7243649,-216334927.9450872,50677349.95975765
874,358548344.8258714,228684277.6436462,-61827754.86325438
875,-410565677.51069,-237716508.3885035,3092381.364261702
876,-235638015.4152722,-469258540.2431325,110658253.1377648
877,-335834847.5443476,-191522255.4898209,58734785.78149111
878,44021584.80521567,289224763.3944528,-4127253.465438277
879,179758660.4979841,345359219.9662623,-126561305.2084817
880,21533600.31251432,-417987497.6266603,-30759695.36834088
881,-224377071.3893331,-451245503.4864374,-67851646.53586558
882,-485605743.5018227,-92502744.85540508,105884866.5303508
883,-165382329.3486408,347469488.8335523,-20047337.01796027
884,52370048.34409724,401245350.717996,46705752.22362402
885,347911533.1195348,-283931003.2261579,-13039647.25468919
886,-72860730.83416882,362614610.6784478,50406948.4248912
887,287292499.6029547,-258898726.536046,-38574931.40955076
888,-111761577.411819,-362188446.7660578,21606634.09519897
889,-51304886.76091102,364253622.5446187,-83544076.80598484
890,-175728627.3483785,-412041632.6005123,-82176827.94022611
891,267675692.674183,-246071361.0480758,-15093019.09327061
892,-508806688.8172392,-43725437.63467265,-47350852.7008166
893,-421723765.233477,44466174.31188721,94065198.00733323
894,237682344.8525026,-217869355.4230804,19714932.93796432
895,-380290007.6711397,158728175.0677448,-42943149.80078549
896,432898176.2041687,-181617758.7832582,35054908.05608739
897,-300378061.0947133,392837370.6241717,114254225.6897065
898,391662212.6047937,-132049835.2970398,55567779.20318059
899,27979726.90671641,473375996.841998,127279456.8155214
900,-185771061.0732209,-219258069.7998596,-26053283.40343213
901,254135498.1982497,270401273.7665576,-12307458.14909637
902,301315432.9677889,198217563.2511089,14761486.29325178
903,-387905421.512283,366675114.1271967,-9072012.886840954
904,-423573055.4189416,132809091.6769021,44167629.71777716
905,-268135884.30551,-269538173.7291048,-49409330.23458169
906,-454786294.5755602,161906578.7831805,20594454.73745704
907,229842396.5909424,-370536991.1811711,-41083775.21213409
908,-372157874.8614957,7572456.402619628,-21044915.54710583
909,222474661.334224,-335662027.1700814,102223953.2833745
910,153401790.1693904,-274033652.4080041,16519221.64485112
911,-15557643.80550237,-430698404.1366754,-48634514.43670928
912,-337735209.3937753,-129258557.545827,-51175565.10522239
913,371764981.9777803,-246195865.2638781,34489342.49062403
914,-438624634.5571616,-220376716.3051693,-7410043.981317237
915,-179861722.0918456,-269271624.1429449,33475716.84307826
916,320317330.8101957,-22638068.5784338,-33208781.0979816
917,74791058.53894098,-373965196.7638263,8206564.894224554
918,-173124414.7869821,435676105.9420376,-13787946.12615255
919,-271871639.0098602,-356482050.2216693,7568472.598663941
920,-403210380.867334,-10330081.13198122,-66836655.82811375
921,402960657.5893719,251230120.5646209,78212997.11479212
922,-278999967.9070906,355905412.3173224,27711394.25856249
923,372328031.0816125,139166526.4702994,-78525349.97576424
924,266007838.7390105,-370231896.0454989,64179542.83158457
925,95478014.19336917,-337205205.0731292,-19975258.5095547
926,445203191.3268308,-58611772.20450558,94278643.0713844
927,239663492.4975348,-288032281.0328482,-2987374.419906706
928,-371861800.5400574,-185788541.2606098,-55007919.16931764
929,-411729282.5929807,-336749786.3570895,-83695198.45203543
930,-218794015.1103557,319896055.0527192,-67953276.34487063
931,-299286066.7544493,358520719.4543625,48529346.41471839
932,406601746.8810208,24006478.80376536,-107990382.004784
933,398137859.9769825,-130038830.7163801,-84275494.90578328
934,-204325552.5323779,365507688.7374935,36686467.28677557
935,-340242220.4260767,-407380851.7585201,74249637.65128382
936,388550554.198704,-67872815.46446538,-84128092.41488013
937,34143250.51886402,-405778723.2589125,45594909.38643987
938,-159094665.2491187,-380504674.0426729,-1618474.881508648
939,-328043632.3478097,-98853723.86215249,-12786084.7632795
940,-190865925.1343022,431531483.7268731,65465294.61920872
941,-355650658.115932,-269286770.32115,57016096.20208813
942,-99457207.4332444,414898241.909449,20322466.12651771
943,204629870.057654,-403356849.9795688,-41160239.92658448
944,291208157.7381587,-266488516.5807858,11894515.05856939
945,-154893563.589902,288342919.4825314,34956959.58974622
946,-359343920.0608564,191948874.4012872,-63418232.5245444
947,-436324004.1940753,-186007987.4566905,-89452684.74825463
948,-503814331.1936567,-127994718.9918149,16150570.75333568
949,115271813.2954856,387742069.2331371,-23214944.14246657
950,-372553956.1657786,187366250.275789,10146703.29697953
951,315441619.7314557,-191050986.8010561,-47228772.47940832
952,-265723499.5654286,332536318.8285201,-141866750.7811889
953,-103260738.7088838,-439769720.7136149,3180199.661261469
954,-330116805.464677,9002332.2523024,24080268.28601319
955,343867612.3133901,13390055.8926786,-2934428.854657744
956,-435682712.4249215,201847535.5958449,-56827620.42934915
957,-339541463.2294158,-385626253.2150653,-181580266.768188
958,-435958557.3117616,-87786435.36866216,42881455.446348
959,-460522431.2234619,9149198.077104656,37014637.33013076
960,381299458.0443329,129724963.3065201,-29270825.7621809
961,-82864714.44874215,-403444072.1401248,2966619.343509138
962,17665029.3684736,428745281.6877856,73563544.33015102
963,256187146.421282,-396742851.5258654,-70781865.92428857
964,-203009914.27584,260586566.4127059,28877558.99131624
965,424530579.7910942,-39969612.81486282,-29042062.88617907
966,-213747709.8385999,-344980569.818476,27491819.42349496
967,368154295.1625929,320895988.95105,18234828.12678012
968,-86915960.77437057,354314314.9301362,-42405735.43810202
969,-439901361.0413525,-75838112.14068374,27555382.0411536
970,248214640.039334,328843930.8922275,-10042790.55481249
971,-423406798.3436835,190282082.7480971,19912072.07794064
972,-137294580.518031,-349994731.7730918,-47933045.4660313
973,-383648644.2158902,284822212.5188997,55767283.87542427
974,-330151558.265004,-160322365.3187714,-29804073.18987665
975,258389851.9844018,-372469016.1775717,-15799913.37409213
976,303692214.8208696,250939275.3336398,933415.617172569
977,552717096.1705235,-867880.7469474785,48649754.54654935
978,361598337.2809715,148649469.3930458,-23996900.83467855
979,90250710.86695483,-446403351.6795142,-36266204.36063716
980,247997708.6190733,223343037.8293334,-94115527.87227504
981,53143094.87651809,389444350.3194323,-59895001.51476814
982,-87087670.99997972,-358164062.3082696,-35912794.91264242
983,130326825.4437165,328613738.2022782,27650981.45141035
984,167568186.0904316,-451165211.2888966,93711383.49984494
985,325753373.8888382,-154612307.8301388,-17218970.00213984
986,-249872912.3426087,-323953737.9358542,-14239907.09565355
987,235488507.3258533,-347905337.7142785,-61286612.29788755
988,-222329570.3657143,420064822.8921003,-108021753.0264493
989,359531003.1050185,120717655.063357,-79402978.54997255
990,410619819.8270569,-171949411.9715259,65626803.70496853
991,-3456029.455657193,-310085275.5508655,5329005.97063747
992,81562232.00811371,360557120.3535867,-40893248.95359929
993,529795836.2258869,17328171.54729269,-107029477.8568932
994,-171802854.3856175,422410297.3960079,-86176558.11041269
995,110458354.3742474,426820102.0676525,-70071124.76845965
996,438960263.5486487,64444028.59083859,-33204575.09267722
997,-316963872.7051793,-360536589.4020591,-414756.959191367
998,-326505912.0547313,-418841147.0182723,-116888785.2178963
999,382151660.1431968,-213638217.6064343,-50502540.235899
1000,197006362.599097,-309174247.5975022,13137086.86039719
1001,-280356656.1386479,354561286.4992011,32636988.83220308
1002,-434008709.589283,-123630925.5137859,74939251.30618562
1003,-7446584.216669151,378293487.0188984,21326684.76670069
1004,-484815694.6432899,-186691076.1834561,-78839352.59466124
1005,318263627.5739079,-345116048.1432542,-36958014.26292534
1006,-457024015.0720366,-120346098.423145,108381724.6380827
1007,346872914.062637,-103720379.9600072,-59727936.24313407
1008,-217256403.8922847,-431612075.0673335,-138672093.6836404
1009,-286635670.9211265,-416257818.098506,-72458180.86836684
1010,107714150.9435177,-445705567.9659178,-93195832.49518564
1011,-334818210.0301895,-358414451.8113109,20888845.10646079
1012,-334445921.4356694,-162799139.899379,3031148.107101418
1013,-40984508.74730179,-556308350.4546357,59634306.33435738
1014,-383583008.0884948,241818412.1611464,-46832280.00188214
1015,390878499.1371067,188905478.8009737,26273339.90516738
1016,-504980909.8898019,-58454158.57621462,16353007.53036113
1017,452451993.5855129,-7653352.290717762,51482617.41613484
1018,-304631177.1440048,318228802.8037034,-15453828.07260688
1019,-281977304.8938297,-337631372.8509627,-7460322.34702377
1020,-416919517.5204572,-260577271.9519865,4291925.073154777
1021,-355964432.826755,194729355.9618189,66328895.97013983
1022,388866939.4020705,113771924.6168528,27756208.71858809
1023,40210283.3965497,-419270827.4467602,-47552296.68293607
