,X,Y,Z
1024,330658014.8489009,-414339648.600847,3272767.28970024
1025,271414926.1105407,-215086724.778494,-20955363.11319271
1026,-3064885.447446768,-475256575.474387,-37927457.63642475
1027,-184694860.5134494,510457503.9914551,-27079932.14847195
1028,61771518.8793774,411396115.723731,-53733355.42016082
1029,204461883.9287122,412015422.7311589,-47060376.98968612
1030,337623622.9200899,231830806.4986408,-20255802.24731165
1031,232236022.1792113,-315183846.9211355,-30850532.54912226
1032,-468268766.5596218,-76490621.9951625,77187881.4715084
1033,129578998.6016165,-433992708.7067475,29420759.61900821
1034,309793111.9754326,-112015112.721543,35755791.17877226
1035,357808494.5048376,241691896.0928692,36639689.34906895
1036,-66797731.81073362,414593626.278484,-72833301.71428205
1037,120137779.1182097,-471780361.1747172,-13709870.0708138
1038,177163837.5598251,-279790278.1705271,3239380.485437274
1039,194776932.1615519,-369097883.4736839,-110204255.6773502
1040,-271721519.272751,-401278929.3979934,99341473.74101453
1041,309982532.552512,-26800269.32989399,55128488.9077741
1042,121400044.9893646,-475615273.5480611,-3420006.760536999
1043,204218374.0898782,465722678.5199585,24582856.44019818
1044,-31992166.09072617,305591540.7470297,5318709.817945734
1045,233319096.4804744,365340108.3356302,-19109661.66988054
1046,193958940.403006,-355334447.2071083,7917425.759043619
1047,86151330.10758689,329350520.5203283,9107400.535652636
1048,-421975075.6437106,-94132199.85898627,47721012.82491781
1049,51343419.80211516,-379334538.9081281,15763807.40437973
1050,208619532.5736381,299591204.5067795,-41783442.35873631
1051,-136795500.8816943,398092906.0080239,-8744294.84143287
1052,-345672068.847277,-303512614.9605637,44975378.53513429
1053,-80892710.26938722,-487173553.5600523,7656383.824090183
1054,-363461466.3880395,294476788.5417869,142508057.1505383
1055,-256703559.1812005,180673374.5059187,-60251092.74377339
1056,-36414915.71760695,-446531942.3616522,-32899529.48457852
1057,-58742741.11173672,361442653.9166619,-59306361.83178791
1058,33561186.94878285,-467295884.7223235,-4959544.836310387
1059,-332509766.4901802,185270096.0942777,-49208191.90576272
1060,398521672.6688086,18235041.75326878,22954746.2409062
1061,-53210013.72164774,485113797.3055686,35533187.88785046
1062,283165044.6500371,389796628.7247483,44454509.45368034
1063,-120585467.7156988,-322074435.1375969,-23614953.91505823
1064,229726677.1290614,392730192.0249329,-34858094.09886637
1065,-202859495.5121887,-321255638.1690272,217185445.5368594
1066,67665753.09598155,-504650704.5362877,24699897.76203373
1067,231745156.4468695,-163098664.5826819,36158964.57027139
1068,177971368.8245662,305904573.5263276,-40406605.8747942
1069,406821522.8764989,196109713.6585252,5111775.611133143
1070,-372778034.8747972,290015283.8382473,-52904993.0009543
1071,-436924505.5691623,-94615651.92320251,88049923.50143388
1072,401699219.5207041,-214497801.9223421,-4629642.914387107
1073,-171323658.6262059,369696764.5128794,-58924583.0181879
1074,-272346109.7196869,-335505534.0349489,56096577.7729013
1075,143630967.6991556,488367345.0208076,6649811.85900858
1076,243291419.8921952,276370674.0877244,17236196.5940665
1077,180271772.3461079,-330796567.548354,-36640852.76878792
1078,292977851.3705952,80396422.18565279,-44670270.6504953
1079,-88457658.20373546,404516031.4042906,-45106976.37230922
1080,-309146088.5010197,-333202844.5755239,110110133.0372078
1081,-404623987.0254745,-356673157.1753222,-136584356.2991179
1082,282710668.0521846,244544255.9900992,13827574.52868529
1083,341496649.7984856,166532401.8644994,92465207.83100916
1084,-450291500.5555108,81296598.26895654,-35653111.53763755
1085,-236310022.3523846,353396923.7432806,-23803123.16310684
1086,-100897207.0810339,-450039491.4797394,-45691590.82575411
1087,125404919.9751582,458437245.4128636,-34711533.41969851
1088,89377120.0424979,372729280.2843371,-84152421.22755101
1089,-399986973.4673961,-262812350.8483134,29204660.47679448
1090,16103341.1329105,-454487336.7985886,-60817665.23900104
1091,165048514.7753232,318121801.8715086,-18769203.37432319
1092,333393445.4728649,-174429927.6485862,-12082181.79794468
1093,355720473.5756279,-169500496.7531746,-39281876.81479717
1094,-448663674.0275698,231184197.2368065,102262635.3654166
1095,-337651974.7887011,203624971.2098401,-60450284.95601444
1096,412935528.0716821,156714884.992985,-13024719.11687353
1097,233601994.1480988,-234389457.3342368,6498963.836580515
1098,-349324267.1642673,93867905.17353784,-54206627.90189197
1099,312247496.0299759,57611242.45238919,-60178869.95651744
1100,11420784.23771858,-369808784.4400946,-164734203.4602513
1101,106763787.8012071,429053703.5465468,-46052009.67098275
1102,83951642.32785653,-362298577.1022592,12092522.40605967
1103,314826932.9026657,299869829.8273987,-49403395.31263693
1104,-355992625.2386009,95320603.37599164,-109205868.0656193
1105,-349374471.9796368,341845694.6220915,-19633091.74899532
1106,166699770.3839319,368091922.2694939,-81539727.46469982
1107,-391119076.7018949,264760999.2536593,-56276120.34646132
1108,258973353.6793365,312519703.498971,15129605.1449984
1109,529045534.9621562,-99117235.87134834,-315436.3058072999
1110,317626460.4994909,349268909.7603127,-52704679.43554939
1111,-490758610.5463223,-22666022.52842788,-73363513.73724964
1112,-202593200.7280969,452905467.2085257,-101231188.7257555
1113,-97224439.6084504,406741319.7174458,59439618.32009494
1114,-332106626.7678388,-364225393.6514218,-15010545.96192646
1115,156004536.6537809,-425686657.1068974,35568477.46887234
1116,96856583.97745976,-396219777.3954914,11922017.20052671
1117,382348286.9771795,-211583895.7255065,-17627035.66899616
1118,52416315.90597777,-491019192.8096572,4407449.273244977
1119,290631364.452546,296109424.196368,71214182.73830825
1120,-331251494.7948899,267402081.7812294,5681232.146724567
1121,234970072.1353742,323326910.2291444,-105827128.647076
1122,452240552.5060462,-120995212.7008777,11567022.33019036
1123,181331213.1412062,371895547.0411162,-27960719.59878194
1124,243666200.2213108,-392491555.1800752,138713730.1387177
1125,473308179.7260564,80767324.8930655,-18305517.6943167
1126,230906672.929086,480963754.203967,113839453.5010069
1127,41395396.46806563,-399896210.0512027,46515390.160896
1128,406325330.588258,-352212815.6860297,63173250.63015485
1129,-452447107.7716252,242010646.807749,-54721519.67315077
1130,-347628114.1507131,330104886.9343159,-51757166.37926863
1131,-468845974.5971804,138191120.7205315,-12724182.16785305
1132,107659058.1482316,-476325218.2392669,-67394442.01588577
1133,-162185817.2145862,396990141.9965318,66404985.56845483
1134,-196081222.0739692,367887485.4111499,-19804321.96930043
1135,-313120886.3224188,187101669.5898917,87556241.24679479
1136,84235008.06023002,-455642674.9697282,23433961.99324843
1137,-448153634.145028,257080254.6499215,-1002454.345553398
1138,87983282.87830588,440833077.1161345,16512108.70120504
1139,-259347561.0204647,264817815.8534148,-21278170.38419047
1140,4076203.888268461,307837736.6420553,-55231285.35391375
1141,390427615.5377052,-28892919.46455622,-87558167.68708237
1142,101080132.830247,476355889.7898418,-106831319.428073
1143,-10561854.79606447,464119431.834023,-30764713.57627785
1144,-430007357.5377054,-98052505.38414413,-96195417.20900483
1145,192012896.385941,218276038.3405806,74243715.07901369
1146,-206832186.218516,402547568.107864,-66222928.83263372
1147,462648.7826700059,439566386.6472536,-25056675.1614964
1148,-470787776.6309587,81819569.89927015,109095333.0161284
1149,342663501.6296098,-257761565.9065593,-52858991.3128249
1150,-331891234.268798,-275395657.2205791,-23510575.59043056
1151,-372815415.3047776,205330733.9785098,-86249873.18804221
1152,374519098.5112289,-59820263.74487394,68473322.97181392
1153,-126722534.5059496,-397716971.5821943,-93982342.70697232
1154,417514578.7219841,-206571823.1924674,-87860725.37540334
1155,383723865.6323869,-248914797.5405528,56730296.59315262
1156,-437787635.8804107,-97038861.70992193,-166984525.7739222
1157,-205399633.5043956,-443224760.8873307,-88526410.86718181
1158,403490202.01381,-178238171.9502181,-93445363.1482812
1159,-5223738.711735077,-381114766.6469043,-81828559.82126248
1160,92111495.66800214,-385105142.016852,-22952463.42082578
1161,-20752706.04286075,435207538.163956,100289304.2357578
1162,-433675990.1256474,83942981.87601367,6496107.219906963
1163,-107390351.1285424,-433326761.1927592,42771868.80084653
1164,-348095955.544565,-145652452.8744814,-50079422.94681901
1165,275055516.1874546,-250920826.0646152,-91640238.78248194
1166,-125835667.4723665,-474024783.8536597,-14101118.24018103
1167,-371123546.8123482,111719721.0770959,38796867.29521155
1168,433812009.7715979,52084335.16811799,-8810318.773545817
1169,279427147.406534,312517364.1183292,-32991075.78826964
1170,-450593123.0546812,-7939455.078465015,27652366.1106149
1171,-477329940.9491116,-20884788.26171977,-114157734.2495934
1172,-177171564.2662835,-369675537.2734595,102712517.4885134
1173,-292179986.7015259,-201202082.699002,115729854.9701622
1174,-490593992.1886324,-46081740.74941514,61501951.54372904
1175,-212096534.6113554,302873924.2068365,-53689820.06270023
1176,-198424043.6341892,-471912808.0878505,-46624698.29533952
1177,-487469047.670155,169255585.2158122,138379786.2640408
1178,311860382.1431709,72237474.67001152,-9684525.478715193
1179,67763397.05489728,-452678952.2130878,15733933.12027985
1180,-205560372.9274043,-277363876.281209,129665099.5833978
1181,2998311.004818907,-460698885.9862078,38533911.14959207
1182,129537292.3465816,-401425860.3514929,-7562570.993630588
1183,387421847.4416401,-59006015.42285256,-74406183.8283141
1184,401357282.0089414,4518040.775935979,25511252.80018858
1185,196059989.9060245,-454061924.2462363,32923364.20167097
1186,-237713654.1031,492867192.5389625,158254482.545883
1187,273328743.0973226,90510475.68707456,-87705836.94658846
1188,46834211.76946034,333768230.2858992,4867770.828145728
1189,137238524.9168558,-340710170.4388381,-55889852.12015668
1190,374204695.6963412,-44587905.71103853,-39268418.70232787
1191,319270570.3885533,212524991.4304098,-31899065.37871685
1192,449545273.5784881,56155951.70263781,-24331699.95977848
1193,320752987.751693,-338544416.3261787,18311415.36643025
1194,-387336369.3923531,158678337.3997676,-119786985.599745
1195,337225301.1754698,-24358462.80726499,-21865342.70964415
1196,422644941.0668312,-187783425.8522446,-34590852.33834566
1197,-205147871.8320958,409022439.799598,62164831.69735688
1198,-21939458.72170898,423938425.0756462,80612176.34315348
1199,72634267.12257107,-401326660.9583809,-14959092.39553145
1200,-334972962.4369785,264713866.781551,-26619099.60902207
1201,-44955563.79638203,432518326.3301775,-21989350.12016109
1202,-457738546.6160103,-62455757.99255066,468499.5123430341
1203,-392705134.9715541,-315003082.1574168,14085371.76066977
1204,-456580887.864204,-321940519.2912448,11656004.48951128
1205,229623240.440578,465774512.8562523,28415860.6204696
1206,277594107.1067188,170521161.8479168,10234932.23985969
1207,284911112.0839981,-292564232.7077206,-211341736.0772718
1208,403919885.2842073,42086567.34798107,83224455.19292268
1209,-191095024.7222192,494570860.9602922,-33704035.65590689
1210,79057903.028585,-475673137.1288801,-25175228.47010717
1211,-454476867.79849,102118452.1706488,153003654.8811865
1212,-442945906.0301761,-16592292.22555295,-68101759.5291276
1213,226679720.2465927,268102047.3432474,73906215.10008542
1214,386465001.2458122,-182389225.478991,-24389607.88648318
1215,-375325950.2065236,117427497.3367275,22361699.99774504
1216,113174881.8741635,551831632.68555,109598025.9216914
1217,69427876.08501446,407037237.7333597,13139047.76270244
1218,108434096.1604353,-410030096.5666114,-28114175.70350701
1219,105188695.4134739,-305448747.2053233,82790522.05944836
1220,388626371.4865339,344754513.5945392,-90751314.72803225
1221,137562673.7984565,432242704.5995773,-28881318.81461629
1222,-295474682.326124,453044879.0525715,-19481737.78759295
1223,-161344162.881363,299918754.9051273,-27979460.63288066
1224,-428460016.8454494,159911997.6225666,108114622.1458328
1225,-3678257.108549234,585164506.0611894,-52161211.65554979
1226,-132757806.9237708,-341836576.614035,-98490189.27621336
1227,240918104.8319201,-111508271.4663925,-78047121.16798903
1228,185218119.8685661,356222608.1513451,-2201221.895140171
1229,-417603972.7559987,168211259.2634909,-60987647.43104321
1230,-310586669.0141411,222081170.2390296,-12367159.13843997
1231,-205897838.9243311,-312091791.1249207,72298262.03547102
1232,8963314.634273926,496238063.8613518,-23025685.70948306
1233,-49515507.41249987,435030401.4327345,114178535.5509355
1234,-189857694.6607713,515526562.3294973,-128709237.3715949
1235,-195846077.9080054,-417125240.9451929,85183057.2243472
1236,-207996060.6725883,-400790906.5066546,32669600.9002772
1237,197897729.3103742,254522233.0750467,-77250652.03671283
1238,-390962869.9460759,-86608630.92448114,92283304.790847
1239,-395715113.1768248,88240648.11065352,54067760.39892786
1240,129986610.253291,431605618.141558,4850574.497727245
1241,-277070905.3671338,-361166951.0431171,43398742.83497779
1242,-150216186.5181583,-291125974.9249427,16617435.59108278
1243,-410355474.2540081,170409895.2379593,17086313.81905962
1244,-128778500.7277753,460817904.1098574,-48962656.61961746
1245,-378192965.5095554,-281497374.6196921,-5325298.512870073
1246,315179597.7740858,144478692.4755864,26663939.06925748
1247,378217167.1993769,-170091222.0005154,-21692479.84422883
1248,-79437616.02613163,-363603423.0047051,24666038.47426808
1249,258067583.0908409,-284834266.8015807,67171862.8831569
1250,-230678314.445175,-287395356.151162,-78603189.25371787
1251,450947910.4622365,96088748.17755929,79665522.88438717
1252,-350774586.6497884,-283409907.3228394,8018789.475276098
1253,147708418.6407002,361402447.5862899,466384.650896579
1254,268753744.5031461,263350178.8319408,11882367.78852822
1255,-376665037.668811,384094476.3624125,-9417809.47737588
1256,356518841.7709826,333434681.4439992,16690067.40591753
1257,-202220903.6907031,-321766468.4719438,94511641.96338916
1258,-238494474.3424085,-213732517.9191724,-33647797.78960206
1259,-229962738.085806,268646226.1704835,-45512062.83129165
1260,-286493965.0455829,-122305561.1140327,77564734.99154858
1261,-357670463.1354846,208564475.7580772,64113986.72574715
1262,323975130.1471489,204711391.3850341,89827402.41574743
1263,9693047.758767553,500481442.343697,-31291118.72026837
1264,379385187.6130233,-143586594.4455564,63017842.41249335
1265,-382191591.0124459,305077675.3789178,56911297.27141531
1266,257899206.2738003,-447241146.1143888,-51772968.36793751
1267,182231398.7632288,292285313.7986104,-29801559.67065935
1268,-185749793.9309705,430153581.612954,-43225742.1773341
1269,415191141.3767753,-105340074.6370131,27207026.72069141
1270,352582069.0953213,245081392.8516056,-35612463.10156926
1271,-304298753.8853219,335796746.858613,-76358869.17271627
1272,-439717484.0020589,-208571352.8827859,79091678.80816706
1273,-418373077.697247,-66238754.70102941,30073892.36102436
1274,-223137262.0907468,-430292859.1200742,-45846472.86604622
1275,-89855121.09226483,-503475279.8732696,2957324.452291131
1276,223123869.766378,342367030.4791069,-23553239.8451629
1277,-394401147.5373632,-373713206.9164857,48031591.8016946
1278,-280951954.3267832,-376035298.4311296,109515636.5773445
1279,447754082.3515201,120189018.2411512,-49524338.3774076
1280,-414615800.9851125,-95823780.87892404,102378794.9281511
1281,383873944.0623974,-41285542.7841389,-56540318.83064809
1282,-478332880.0290638,-75494850.68086098,-3822629.476456612
1283,342580550.8513464,-81793527.51266076,89868265.65910506
1284,-390677748.9075656,255284374.474862,-98869621.12279716
1285,124801804.8643106,-453323034.1811571,127259444.86329
1286,-435468935.0884082,-135265043.1854463,37577955.92294532
1287,-351739173.7585222,-155628395.9502071,45319151.03959915
1288,370192681.6284543,2883392.741299883,-87836262.20927486
1289,-376098490.643416,-114475720.4248264,35290468.9471762
1290,402091198.5392771,215704505.6033055,-17237665.73446618
1291,-107280143.7158097,-293752942.7395977,-15473699.3443111
1292,56495116.37205327,296122807.9018104,55925348.91783124
1293,207266135.511585,-202640002.0975734,-12263705.78189427
1294,-503355446.8483939,11973561.39294686,-50270427.94996499
1295,-203857215.6404629,-391153717.9588626,13409400.49429147
1296,340488997.8591236,-237974066.5283189,63422928.10446133
1297,366448064.423835,365603740.7041494,-50867331.7067508
1298,326132923.472751,-27422543.46937977,32647897.25121139
1299,347654071.4197677,-152246064.3540924,-5919169.161314026
1300,-209838214.3948347,308059387.8355415,-11118289.5379075
1301,476261048.2543104,-42395166.88816381,-114307122.7986656
1302,172948484.1500267,-479299302.362309,55786400.65514611
1303,-375517266.5834652,-61565946.20978653,-49010625.27801462
1304,-475581616.8933554,-258239112.8043419,108574786.7473787
1305,-173436729.481855,-352054783.9276832,-41972803.87139679
1306,-234826942.1552485,182519144.9573139,289055.5952711925
1307,-396523359.455195,203016684.454494,-13616736.03574616
1308,-26846333.03032143,517257345.0084498,10954851.65594029
1309,345568488.4360096,198019169.3147902,-18537509.92575278
1310,149381489.1390019,369684799.9962095,-4617420.825615063
1311,-402170872.3869824,-125550706.0508781,89552929.01923844
1312,152844205.2685919,-409006307.2394546,-131996307.6339487
1313,-147286549.5226661,-493957807.4259654,-820636.4982366264
1314,-418397956.3945047,-295055917.0351639,13934117.14859381
1315,-146651560.7577846,-332909156.5269255,-66506432.30620813
1316,32760373.71496177,380818300.9233502,62054471.03472377
1317,-436361490.9999946,-7004046.923509847,38876924.39817484
1318,414056672.2946734,58827708.44012399,-3524651.135600053
1319,-44786115.63490523,-465810863.9435415,64329140.27793506
1320,-187094177.8425023,-513410091.0973793,-7995497.053347737
1321,-44325501.73679283,-368366821.7753394,-59807298.11520083
1322,429292990.3558394,-120387851.176748,-147731480.1509938
1323,-322773765.0016263,-160368185.5768713,66936098.14759416
1324,119368943.2998933,384091597.2726989,-57021745.19429924
1325,-292871507.9002707,185423375.8438569,76269367.31003013
1326,-153300422.2915038,-472856236.9789058,-36463456.08335006
1327,-164773966.1661306,-375836176.3298418,13733705.14706247
1328,139346175.7296243,-415074141.9260688,-18360499.23254278
1329,390429670.6067048,343206198.6472768,27873015.87053382
1330,-147278786.3798876,-440824810.6452792,10021348.52304024
1331,-336028379.7500046,-357034145.6758617,-7754742.940072671
1332,-84625712.20153691,407010558.477227,8953495.772974163
1333,303942331.31339,254948417.1981191,-1550676.593577638
1334,242492885.4812221,435475609.2835697,102897111.5088124
1335,-348286395.5833686,-243852324.5203945,-66432008.34251347
1336,-483111007.048039,96206365.03742152,-44239294.09774705
1337,256751464.9309867,-301828617.153357,-63814978.19670108
1338,190852299.0928937,-332142215.2293739,-23694701.03679836
1339,58375424.81907387,-467797969.2675779,-10642966.41792643
1340,-19599662.43731484,-385115141.3314141,-59422263.38293794
1341,329811431.9661822,-234503786.8798843,-14585768.61760421
1342,128754292.4527108,-422360429.3384818,81617303.94059774
1343,-375751120.798182,-158618316.3597998,-38878674.94479877
1344,206244451.2676945,-252928239.1135007,75674348.78325358
1345,-320239879.762908,-318970735.0301108,-4398567.976964742
1346,-261096005.4493781,385897382.8260347,-72102594.49896464
1347,-69985294.33572051,-475167185.7220195,-85344580.07346773
1348,123192149.7098522,546226555.9414103,192528243.248051
1349,-284448253.2560393,368484344.7388275,52675743.71440737
1350,-146413602.9245797,-513762546.4001836,15563826.98964843
1351,-440410384.4636314,-259658239.9361578,-116261518.9633995
1352,-399661678.4948972,-437884257.6123574,-106714200.5816916
1353,420469600.0166141,82855332.53063673,-11354536.1517629
1354,-143187182.4120066,412380483.9144263,5229497.43266955
1355,-20064031.99641646,-419120496.9222671,-7155243.280930668
1356,-222349510.4412826,-347625549.3852472,-43217187.32197234
1357,-353209344.9968178,62425229.73695339,38757996.83126936
1358,185846754.3274149,212675289.0491058,-73675286.55179724
1359,241314279.6934013,-299397865.9030379,-42487456.44311607
1360,-52547638.55793845,438170297.6164364,-77646203.7080338
1361,-197339021.5083281,-418628686.8943101,-13049642.58008683
1362,45579821.90076446,-483737370.398212,-9726150.0772461
1363,441499427.44126,36122087.32335368,-8157871.268255974
1364,-153518047.6418293,414766078.8800633,-114056220.656487
1365,412445731.8402002,-214666850.6309872,135732866.5610592
1366,-174933112.1369673,496358372.442488,47859306.21609694
1367,-543960020.7716649,79929976.59352028,32907149.7147601
1368,-19521382.50476086,400580260.8259159,-24792675.90219074
1369,307811698.206176,-406075968.4110302,68990317.4856636
1370,-455610552.611249,135676922.4965322,114640053.3047652
1371,-246373577.9241089,412595287.4277959,-47278696.17546746
1372,43140594.0853711,-463755197.1726569,-64360353.07114989
1373,304215511.9307494,-222007560.6666126,-106900876.2236226
1374,-355456987.8643366,-354619809.0677083,-119336741.8852572
1375,358787724.9418946,-130708526.1539265,-70377676.78763427
1376,282265533.5479154,165589561.6324449,15094876.76960883
1377,143260642.6857456,420706081.388406,-61168469.09025493
1378,-542086444.7075908,-132709620.9849225,23741169.05305433
1379,-274056415.7479838,331564881.9499236,22585798.0114511
1380,327462145.977712,-42070691.11060974,52334729.88169277
1381,267418858.032914,211128255.9934909,60230003.66070808
1382,96080015.66769443,-399764280.916647,-23197512.04775953
1383,-413701367.5135489,-1517946.375886369,60933600.08816864
1384,-297207842.6427735,-346691788.4858913,2512230.88265641
1385,404698159.8418542,-154568365.9467967,-51922089.19596993
1386,-544884918.6637113,146213797.606149,12968955.49370295
1387,-286605570.2107598,-472434508.346395,-2744535.43729648
1388,381665725.3064125,98781696.8098768,-80170265.54120716
1389,265956681.4141593,-305318566.6616428,5222332.494160876
1390,-110947041.5993216,398324641.4962167,5953210.447694987
1391,-73695914.94378358,275770237.7710078,22351831.86587246
1392,-325882724.077008,328073167.8171957,33214460.88812581
1393,272006567.6369258,333212170.6852493,-13770669.88644566
1394,165149669.4413072,399570627.1493545,-25556162.16325608
1395,-8718648.033175623,-448678757.813561,40719129.46853872
1396,229275937.9175959,-442600984.3935373,-20298499.5395579
1397,118581065.9036426,-456751667.8434783,-80497312.5324125
1398,-89657744.61937712,-387043691.9066722,-29221055.07820752
1399,110772659.2817743,509727349.2210487,92095192.5227744
1400,-363637479.1026666,-249980493.3795526,45441411.36407866
1401,210785267.3495952,-233923528.373569,-40593343.8560237
1402,-457081758.243161,158085670.8932566,5870856.862220205
1403,155259943.9596413,309336385.7045847,82110890.8437748
1404,-453388594.9812667,-350097332.8795599,-29226344.26215857
1405,-379738406.8474295,314690620.1648397,-135832327.5503546
1406,-20015556.05193759,-466689404.1039586,34758920.58684006
1407,-15547147.76444461,-432003587.8626268,40941175.25318822
1408,435485286.2458726,-276578331.802671,-38061669.72976926
1409,-345218053.1846653,219260405.5916154,-189920919.9813502
1410,-481118807.4530595,-96339528.16374636,-72073233.51673824
1411,415037114.7054754,-256510806.1271667,6907884.732042983
1412,-40176823.25255874,431397299.968355,-80840590.16743891
1413,-43021590.00599901,391663076.9723119,44295036.61225748
1414,-240723919.9296432,-452114656.8286504,-138042608.3126854
1415,191350662.0074167,384112372.753464,6212968.775537103
1416,26535853.23769509,447362134.8494568,55226692.57175747
1417,-52295111.57359684,-552988615.6059536,6465237.714010507
1418,-143124091.5052083,292104929.6817957,-19058187.96851805
1419,-128869874.4419435,-381755598.4856052,-1478520.362016678
1420,-305382984.6118652,326344307.5064605,-46371722.85477439
1421,246911927.1127904,-164734829.3859729,-33922576.45893586
1422,111337925.7018111,366915436.3101114,30215075.86708198
1423,158332.5617516799,358471752.2557565,-49205695.23470169
1424,-151450517.9226528,-463966898.3987377,-64521683.87603354
1425,-398593727.625021,165830351.9899266,108157786.0476988
1426,178583051.5118581,-411880564.4896932,7245739.774065644
1427,99342698.37054272,390646402.6290566,43870842.48492959
1428,426663963.4988152,134899999.9854367,40813643.66316011
1429,-173636700.6954451,458968621.2002903,-53918872.77457982
1430,93326768.6078774,398902960.9303255,7389721.007461876
1431,-16287898.86162424,531725238.2417571,80721863.73897299
1432,234006203.1141268,265624393.2860635,71431505.90142088
1433,-504118698.6282888,-86225419.64755593,75370181.01880035
1434,-94871974.69740874,534570144.7042716,-119896002.9193604
1435,315874038.7798244,-15604592.19927506,-101652445.7170171
1436,-507802077.667433,73806026.36443934,20628735.56391871
1437,327846218.1545002,66892876.33423588,30641466.68116663
1438,-312124501.420471,101000431.3975573,8818214.465987869
1439,-141368694.5415322,450715400.32083,80812400.27012879
1440,-449003470.5797318,-114723070.2912849,-63990281.52890426
1441,26205001.00694753,-440335380.9490932,-2852669.756034762
1442,-350993353.8237416,222484510.0301508,30558971.03018267
1443,-334028028.5412432,215076144.551224,-44536020.60307521
1444,-395158990.4012756,-192540985.7487797,135564080.9362085
1445,-56530214.79060718,-401570837.0608346,9494696.82608813
1446,460431619.8025288,-19586565.53472838,60751942.39831183
1447,-19133195.96208686,-406082719.3545464,28800774.45370997
1448,-368709884.9329706,189666023.8690273,-39275664.75446491
1449,332946028.0383004,-145466546.2477845,35377218.96245572
1450,216902387.4213832,345351796.1311925,45232378.6699855
1451,-417154750.9352646,273255718.0913092,50746887.88162962
1452,247053674.1849719,-350487294.2362821,-26544739.62591931
1453,-189697933.0725188,-383721855.3375608,88763641.28694534
1454,-494711801.10269,118010336.9443982,-113493782.8389018
1455,-433686071.2132815,64628261.88097334,-69090347.94940305
1456,-133698678.264383,482418049.4458625,-113269934.5828063
1457,386934577.583853,126474026.0863514,-7104686.454716787
1458,460007202.6424941,253966179.1051693,75947529.93161695
1459,-24243001.19851214,-358959499.7460037,-15162473.41236994
1460,281517280.8402654,290210892.3833141,59440826.47492459
1461,220045017.1851233,192980681.8254679,-8990613.796852887
1462,-160054153.1952652,361370117.0607024,56073130.03616172
1463,423679941.8122025,-126314123.9180008,-88914325.98052828
1464,-329463825.7200106,356755984.1502461,17257344.95547652
1465,-467820220.5623756,161876676.1663988,-68235339.90997224
1466,-380887317.655062,-295448949.3235382,-63920165.02327976
1467,407930313.8423246,199723458.3970971,68699284.7259113
1468,-312484029.1933063,3317543.660696164,-47345918.202255
1469,-453344469.8268589,110239682.3588272,5830318.306010492
1470,408081033.6842204,189578990.0785247,-9434528.007663786
1471,391492804.3350267,-84752477.9315136,-64470592.2425897
1472,210125229.047521,-408197200.3301629,11124776.25390074
1473,111032385.2447125,366594968.461649,4930193.488852426
1474,150585972.3471665,-449977560.470951,231930.262250632
1475,283929290.9300591,-309203576.2603229,60844715.54206533
1476,345535279.2911055,202456731.2498703,1764468.439687803
1477,87400141.17161725,-467377079.0512007,-21334540.03345874
1478,-226945128.2473671,-330780677.0835328,5622177.208225012
1479,-370011469.3809902,119824129.2097149,16437361.08444747
1480,-189829824.0995435,411857151.926257,-18086432.79833356
1481,52342013.68690623,-421563218.3295196,208943087.6086022
1482,-275961745.6082594,326760281.8650784,-192626604.4803454
1483,-306244456.0587186,-167184600.5210679,-1905150.531361632
1484,-411558692.7544569,261152946.4838519,19321366.48339212
1485,-446537550.3062893,66562749.11930241,-30410103.99528541
1486,154035612.6793118,377765291.0854656,-128541789.7364611
1487,-208077873.6892662,-269589467.4904947,-11047558.30030312
1488,227688591.9830069,362839374.7088751,-25967837.07071811
1489,402631597.9788187,-174481766.4118625,29653052.83344416
1490,304709288.223797,-314862839.7117669,27788266.61481622
1491,-379267569.704498,124190694.5910671,-47933669.97913337
1492,36171587.5830081,-455174205.6079363,-31479209.49366891
1493,-439165216.6129094,-136950025.7787836,-5116222.837655388
1494,-150452844.8500175,-440900586.1439825,60218355.43315136
1495,-454601548.5896745,32362491.47915845,-50537738.41236528
1496,-309807155.9206443,-289863414.429791,5879708.708767384
1497,-365769860.1957443,-283502664.3939275,2309156.906185731
1498,183537433.0736243,249322207.8062944,-22039555.31654987
1499,105062166.8083401,-398499836.8955122,25006437.74829312
1500,295799977.9035953,-356856903.7994073,16970818.45109196
1501,-40723525.13469638,458934219.7445911,18779365.59010434
1502,-351384405.2925028,-220365692.7563371,54292082.24979999
1503,3032783.112103886,-436458710.4677014,279331269.6227015
1504,-84887808.2637391,-538876709.8399128,3960264.25602603
1505,310916060.4143883,419773273.6585658,-99207255.64540082
1506,-389702150.8000445,184853558.562973,17469399.97893418
1507,-383830573.9463585,258977125.783917,-96318672.0065364
1508,-265844809.8131365,339659746.5912687,30512586.7385956
1509,203904443.1082162,270869069.3648608,-132672392.7900746
1510,77378858.82192367,490743722.4672742,-2016407.308581412
1511,-347318295.6290674,348437892.3023295,157832707.9088721
1512,-195378226.7495965,-339008632.5589443,-64171574.42681015
1513,249903502.6973114,-226948148.6315376,-56688598.04743154
1514,355208336.2881289,71222498.46826588,-26946620.90088436
1515,-300435731.3905875,-320834829.8040398,116475697.3141068
1516,385932505.1340725,203910526.0125515,-23489122.65353154
1517,-415891141.6079168,-282490421.3283321,-7417327.29364422
